name,episodes,av_rating,members,rating,user_id
Full Metal Panic? Fumoffu,12,8.21,171086,7,71
Trinity Blood,24,7.44,113791,9,100
Chobits,26,7.57,266846,9,70
Hachimitsu to Clover,24,8.18,130646,10,49
Aa! Megami-sama! (TV),24,7.45,96694,-1,35
DearS,12,6.8,91037,7,73
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,93
Blue Gender,26,7.13,40581,-1,18
Full Metal Panic? Fumoffu,12,8.21,171086,4,87
Neon Genesis Evangelion,26,8.32,461946,7,91
Mai-HiME,26,7.59,76492,9,56
Neon Genesis Evangelion,26,8.32,461946,7,31
Full Metal Panic? Fumoffu,12,8.21,171086,8,29
Rozen Maiden: Tr?umend,12,7.78,72645,8,82
Shuffle!,24,7.31,158772,-1,19
Sunabouzu,24,7.55,65516,7,71
Trinity Blood,24,7.44,113791,9,72
Black Cat,23,7.52,150512,7,61
Mobile Suit Gundam Wing,49,7.87,86001,10,63
Beck,26,8.4,148328,10,24
Chrno Crusade,24,7.8,140865,8,68
Trigun,26,8.32,283069,5,35
Mai-HiME,26,7.59,76492,8,57
Monster,74,8.72,247562,10,87
Full Metal Panic! The Second Raid,13,8.06,155340,10,41
Beck,26,8.4,148328,8,46
Naruto,220,7.81,683297,8,59
Mai-Otome,26,7.4,36924,-1,36
Chobits,26,7.57,266846,8,57
Shuffle!,24,7.31,158772,7,75
Naruto,220,7.81,683297,7,63
Rozen Maiden,12,7.57,128688,10,21
Chobits,26,7.57,266846,8,86
Aa! Megami-sama! (TV),24,7.45,96694,8,28
Full Metal Panic!,24,7.81,256325,8,62
Neon Genesis Evangelion,26,8.32,461946,8,19
Trigun,26,8.32,283069,9,61
Monster,74,8.72,247562,9,79
School Rumble,26,8.06,178553,7,76
Chobits,26,7.57,266846,7,82
Trigun,26,8.32,283069,8,11
Yakitate!! Japan,69,8.05,50876,8,92
Blue Gender,26,7.13,40581,7,35
Trinity Blood,24,7.44,113791,6,23
Naruto,220,7.81,683297,7,69
Naruto,220,7.81,683297,8,15
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,54
Naruto,220,7.81,683297,9,93
Rozen Maiden,12,7.57,128688,7,57
D.N.Angel,26,7.35,126914,10,35
Turn A Gundam,50,7.76,20056,10,3
Kidou Tenshi Angelic Layer,26,7.32,39758,7,24
Neon Genesis Evangelion,26,8.32,461946,9,19
Full Metal Panic!,24,7.81,256325,8,97
Trigun,26,8.32,283069,8,12
Naruto,220,7.81,683297,10,75
Chobits,26,7.57,266846,10,97
Basilisk: Kouga Ninpou Chou,24,7.68,98144,10,77
Ring ni Kakero 1,12,6.7,2224,7,53
Yakitate!! Japan,69,8.05,50876,-1,2
Trinity Blood,24,7.44,113791,6,98
Full Metal Panic? Fumoffu,12,8.21,171086,8,39
Chrno Crusade,24,7.8,140865,10,7
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,82
Gakuen Alice,26,7.8,52995,-1,75
D.N.Angel,26,7.35,126914,10,1
Chrno Crusade,24,7.8,140865,7,24
Mobile Suit Gundam Wing,49,7.87,86001,8,14
Shuffle!,24,7.31,158772,6,8
Full Metal Panic? Fumoffu,12,8.21,171086,-1,91
Cowboy Bebop,26,8.82,486824,8,20
Beet the Vandel Buster,52,7.06,9848,6,85
Cowboy Bebop,26,8.82,486824,7,5
Mobile Suit Gundam,43,7.89,51566,9,7
Trigun,26,8.32,283069,9,2
Berserk,25,8.4,226430,8,60
Naruto,220,7.81,683297,8,98
Eyeshield 21,145,8.08,83648,-1,88
Naruto,220,7.81,683297,-1,18
Full Metal Panic!,24,7.81,256325,8,26
Chobits,26,7.57,266846,8,33
DearS,12,6.8,91037,8,65
Mobile Suit Gundam Wing,49,7.87,86001,8,49
Blue Gender,26,7.13,40581,7,69
Mobile Suit Gundam,43,7.89,51566,-1,40
Neon Genesis Evangelion,26,8.32,461946,7,19
School Rumble,26,8.06,178553,-1,26
School Rumble,26,8.06,178553,7,10
Mobile Suit Gundam Wing,49,7.87,86001,5,24
Mai-HiME,26,7.59,76492,-1,20
Shuffle!,24,7.31,158772,8,15
Mobile Suit Gundam Seed Destiny,50,7.36,65896,9,56
Neon Genesis Evangelion,26,8.32,461946,9,41
Last Exile,26,7.94,104193,6,60
Ai Yori Aoshi,24,7.24,66597,-1,55
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,92
Shuffle!,24,7.31,158772,8,82
Rozen Maiden: Tr?umend,12,7.78,72645,-1,29
Beet the Vandel Buster,52,7.06,9848,8,70
Full Metal Panic? Fumoffu,12,8.21,171086,8,94
DearS,12,6.8,91037,9,17
Azumanga Daioh,26,8.06,170901,7,34
Cowboy Bebop,26,8.82,486824,9,49
Neon Genesis Evangelion,26,8.32,461946,-1,22
Trinity Blood,24,7.44,113791,-1,49
Texhnolyze,22,7.78,95859,9,25
Trigun,26,8.32,283069,7,66
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,6,47
Witch Hunter Robin,26,7.36,64905,9,24
Berserk,25,8.4,226430,9,2
Mai-Otome,26,7.4,36924,9,24
Rozen Maiden,12,7.57,128688,7,74
Azumanga Daioh,26,8.06,170901,7,31
Full Metal Panic!,24,7.81,256325,9,18
Gakuen Alice,26,7.8,52995,9,100
Full Metal Panic! The Second Raid,13,8.06,155340,9,12
Naruto,220,7.81,683297,8,20
Naruto,220,7.81,683297,8,38
Full Metal Panic? Fumoffu,12,8.21,171086,9,14
Naruto,220,7.81,683297,9,86
Naruto,220,7.81,683297,8,16
Monster,74,8.72,247562,9,89
Last Exile,26,7.94,104193,8,79
Chrno Crusade,24,7.8,140865,9,91
Mobile Suit Gundam Seed,50,7.93,96973,7,34
Eyeshield 21,145,8.08,83648,9,52
School Rumble,26,8.06,178553,8,1
Sunabouzu,24,7.55,65516,9,66
Aa! Megami-sama! (TV),24,7.45,96694,7,86
Chrno Crusade,24,7.8,140865,10,42
Mai-Otome,26,7.4,36924,9,43
Full Metal Panic! The Second Raid,13,8.06,155340,9,7
Neon Genesis Evangelion,26,8.32,461946,9,60
Azumanga Daioh,26,8.06,170901,-1,13
Initial D Fourth Stage,24,8.24,41584,-1,93
D.N.Angel,26,7.35,126914,7,17
Rozen Maiden,12,7.57,128688,8,40
Full Metal Panic? Fumoffu,12,8.21,171086,9,89
School Rumble,26,8.06,178553,-1,1
Azumanga Daioh,26,8.06,170901,10,38
Beck,26,8.4,148328,8,48
D.N.Angel,26,7.35,126914,-1,40
Naruto,220,7.81,683297,9,78
Berserk,25,8.4,226430,10,80
Cowboy Bebop,26,8.82,486824,9,33
Naruto,220,7.81,683297,10,37
Trigun,26,8.32,283069,-1,81
Shuffle!,24,7.31,158772,8,8
Trigun,26,8.32,283069,-1,10
Mobile Suit Gundam Seed,50,7.93,96973,9,78
Witch Hunter Robin,26,7.36,64905,7,16
Initial D Fourth Stage,24,8.24,41584,8,50
Naruto,220,7.81,683297,8,47
Naruto,220,7.81,683297,9,69
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,90
Full Metal Panic? Fumoffu,12,8.21,171086,-1,8
Cowboy Bebop,26,8.82,486824,10,56
Mobile Suit Gundam Seed,50,7.93,96973,10,82
Last Exile,26,7.94,104193,9,44
Neon Genesis Evangelion,26,8.32,461946,9,60
Neon Genesis Evangelion,26,8.32,461946,7,11
Rozen Maiden: Tr?umend,12,7.78,72645,-1,24
Mobile Suit Gundam Seed,50,7.93,96973,8,35
Gakuen Alice,26,7.8,52995,9,88
Naruto,220,7.81,683297,9,75
Mobile Suit Gundam Wing,49,7.87,86001,10,60
Neon Genesis Evangelion,26,8.32,461946,8,35
Full Metal Panic!,24,7.81,256325,9,16
Shuffle!,24,7.31,158772,8,75
Mobile Suit Gundam ZZ,47,6.81,17517,6,77
Cowboy Bebop,26,8.82,486824,9,6
Neon Genesis Evangelion,26,8.32,461946,-1,48
Full Metal Panic! The Second Raid,13,8.06,155340,7,83
Naruto,220,7.81,683297,9,6
Shuffle!,24,7.31,158772,-1,10
Cowboy Bebop,26,8.82,486824,-1,21
School Rumble,26,8.06,178553,-1,95
Yakitate!! Japan,69,8.05,50876,8,55
Mobile Suit Gundam Wing,49,7.87,86001,10,53
Beck,26,8.4,148328,9,90
Aa! Megami-sama! (TV),24,7.45,96694,-1,61
Chobits,26,7.57,266846,6,55
Neon Genesis Evangelion,26,8.32,461946,-1,47
Rozen Maiden,12,7.57,128688,8,39
Black Cat,23,7.52,150512,-1,40
Gakuen Alice,26,7.8,52995,-1,92
Basilisk: Kouga Ninpou Chou,24,7.68,98144,5,5
Berserk,25,8.4,226430,8,49
Initial D Fourth Stage,24,8.24,41584,9,37
Full Metal Panic! The Second Raid,13,8.06,155340,9,65
Black Cat,23,7.52,150512,8,72
Full Metal Panic! The Second Raid,13,8.06,155340,6,67
Chobits,26,7.57,266846,6,22
Neon Genesis Evangelion,26,8.32,461946,-1,62
Berserk,25,8.4,226430,9,49
Rozen Maiden,12,7.57,128688,8,26
Naruto,220,7.81,683297,7,98
Eyeshield 21,145,8.08,83648,10,46
Mai-Otome,26,7.4,36924,6,24
Sunabouzu,24,7.55,65516,7,12
Trigun,26,8.32,283069,8,49
Full Metal Panic? Fumoffu,12,8.21,171086,8,23
Texhnolyze,22,7.78,95859,10,67
Full Metal Panic! The Second Raid,13,8.06,155340,7,18
Black Cat,23,7.52,150512,7,36
Full Metal Panic!,24,7.81,256325,10,64
Naruto,220,7.81,683297,8,62
Ai Yori Aoshi,24,7.24,66597,7,29
Beck,26,8.4,148328,9,63
Full Metal Panic? Fumoffu,12,8.21,171086,10,23
Naruto,220,7.81,683297,7,83
Last Exile,26,7.94,104193,8,82
Rozen Maiden,12,7.57,128688,7,71
Neon Genesis Evangelion,26,8.32,461946,8,93
Chobits,26,7.57,266846,8,80
Full Metal Panic? Fumoffu,12,8.21,171086,9,65
Naruto,220,7.81,683297,6,25
D.N.Angel,26,7.35,126914,7,7
Full Metal Panic! The Second Raid,13,8.06,155340,8,48
Naruto,220,7.81,683297,8,63
Full Metal Panic!,24,7.81,256325,8,65
Sunabouzu,24,7.55,65516,7,4
Ai Yori Aoshi,24,7.24,66597,9,85
Mobile Suit Gundam Seed Destiny,50,7.36,65896,5,97
Cowboy Bebop,26,8.82,486824,10,57
Full Metal Panic? Fumoffu,12,8.21,171086,7,67
Cowboy Bebop,26,8.82,486824,8,15
Full Metal Panic!,24,7.81,256325,9,95
Mobile Suit Zeta Gundam,50,8.03,28959,10,83
Neon Genesis Evangelion,26,8.32,461946,10,75
Beck,26,8.4,148328,8,52
School Rumble,26,8.06,178553,9,59
Full Metal Panic? Fumoffu,12,8.21,171086,-1,12
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,58
Trinity Blood,24,7.44,113791,-1,78
Prince of Tennis,178,8.04,87643,10,51
D.C.: Da Capo,26,6.93,49909,6,92
Chrno Crusade,24,7.8,140865,-1,77
Rozen Maiden,12,7.57,128688,7,69
Trinity Blood,24,7.44,113791,7,19
Full Metal Panic! The Second Raid,13,8.06,155340,-1,58
Black Cat,23,7.52,150512,7,85
Gakuen Alice,26,7.8,52995,-1,65
Mobile Suit Gundam Wing,49,7.87,86001,7,56
Gakuen Alice,26,7.8,52995,-1,24
Berserk,25,8.4,226430,-1,91
Beck,26,8.4,148328,10,76
Trigun,26,8.32,283069,-1,25
Trigun,26,8.32,283069,10,31
D.N.Angel,26,7.35,126914,5,25
Ai Yori Aoshi,24,7.24,66597,7,51
Shuffle!,24,7.31,158772,8,87
D.N.Angel,26,7.35,126914,9,57
Berserk,25,8.4,226430,9,19
Full Metal Panic!,24,7.81,256325,9,35
Shuffle!,24,7.31,158772,6,18
Rozen Maiden,12,7.57,128688,-1,89
Full Metal Panic! The Second Raid,13,8.06,155340,6,99
Ai Yori Aoshi,24,7.24,66597,6,62
Beck,26,8.4,148328,8,96
D.N.Angel,26,7.35,126914,7,12
Chobits,26,7.57,266846,10,81
Monster,74,8.72,247562,9,82
Hachimitsu to Clover,24,8.18,130646,9,52
Naruto,220,7.81,683297,-1,57
Neon Genesis Evangelion,26,8.32,461946,8,68
Trigun,26,8.32,283069,-1,7
Rozen Maiden: Tr?umend,12,7.78,72645,9,56
Neon Genesis Evangelion,26,8.32,461946,10,68
Cowboy Bebop,26,8.82,486824,10,14
Full Metal Panic!,24,7.81,256325,-1,26
Cowboy Bebop,26,8.82,486824,10,13
Rozen Maiden,12,7.57,128688,7,87
Full Metal Panic!,24,7.81,256325,8,59
Naruto,220,7.81,683297,10,79
Shuffle!,24,7.31,158772,6,11
D.N.Angel,26,7.35,126914,-1,30
School Rumble,26,8.06,178553,8,21
Beck,26,8.4,148328,10,8
D.C.: Da Capo,26,6.93,49909,7,15
Mobile Suit Gundam Seed,50,7.93,96973,7,59
Mobile Suit Gundam Wing,49,7.87,86001,10,86
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,91
Mobile Suit Gundam Seed,50,7.93,96973,7,27
Naruto,220,7.81,683297,5,10
Last Exile,26,7.94,104193,8,54
Mobile Suit Gundam Seed Destiny,50,7.36,65896,6,21
Blue Gender,26,7.13,40581,6,3
Rozen Maiden: Tr?umend,12,7.78,72645,-1,14
Hungry Heart: Wild Striker,52,7.74,13469,7,90
Full Metal Panic!,24,7.81,256325,8,32
Mobile Suit Gundam Wing,49,7.87,86001,5,7
Chobits,26,7.57,266846,8,71
Trinity Blood,24,7.44,113791,-1,86
Prince of Tennis,178,8.04,87643,-1,6
Mobile Fighter G Gundam,49,7.62,36338,8,36
Cowboy Bebop,26,8.82,486824,10,3
D.N.Angel,26,7.35,126914,10,63
DearS,12,6.8,91037,6,40
Chrno Crusade,24,7.8,140865,7,92
Beck,26,8.4,148328,-1,80
Naruto,220,7.81,683297,-1,6
Beck,26,8.4,148328,9,89
Beck,26,8.4,148328,7,31
Sunabouzu,24,7.55,65516,-1,42
Monster,74,8.72,247562,10,47
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,-1,91
Trigun,26,8.32,283069,8,36
Witch Hunter Robin,26,7.36,64905,9,21
Aa! Megami-sama! (TV),24,7.45,96694,-1,72
Cowboy Bebop,26,8.82,486824,8,37
Chobits,26,7.57,266846,10,62
Full Metal Panic? Fumoffu,12,8.21,171086,8,91
Full Metal Panic? Fumoffu,12,8.21,171086,8,50
Mai-HiME,26,7.59,76492,6,38
Naruto,220,7.81,683297,7,80
Full Metal Panic! The Second Raid,13,8.06,155340,9,6
Gakuen Alice,26,7.8,52995,9,94
Trigun,26,8.32,283069,8,92
Azumanga Daioh,26,8.06,170901,9,68
School Rumble,26,8.06,178553,9,53
Naruto,220,7.81,683297,8,79
Neon Genesis Evangelion,26,8.32,461946,7,43
Chrno Crusade,24,7.8,140865,10,8
Full Metal Panic! The Second Raid,13,8.06,155340,8,40
Chobits,26,7.57,266846,7,49
Full Metal Panic!,24,7.81,256325,9,72
Full Metal Panic!,24,7.81,256325,-1,53
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,85
Naruto,220,7.81,683297,7,37
Shuffle!,24,7.31,158772,-1,8
Rozen Maiden,12,7.57,128688,-1,85
Gakuen Alice,26,7.8,52995,8,85
Neon Genesis Evangelion,26,8.32,461946,7,52
Full Metal Panic! The Second Raid,13,8.06,155340,8,47
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,86
Naruto,220,7.81,683297,8,5
Full Metal Panic? Fumoffu,12,8.21,171086,9,50
Trigun,26,8.32,283069,5,79
Chrno Crusade,24,7.8,140865,-1,53
Full Metal Panic! The Second Raid,13,8.06,155340,8,52
Mobile Suit Gundam Seed,50,7.93,96973,8,26
Naruto,220,7.81,683297,7,14
Shuffle!,24,7.31,158772,9,99
Cowboy Bebop,26,8.82,486824,7,60
Blue Gender,26,7.13,40581,8,99
Trigun,26,8.32,283069,9,87
Full Metal Panic!,24,7.81,256325,7,33
Gakuen Alice,26,7.8,52995,7,12
Neon Genesis Evangelion,26,8.32,461946,9,93
Ai Yori Aoshi,24,7.24,66597,-1,75
Cowboy Bebop,26,8.82,486824,-1,20
Neon Genesis Evangelion,26,8.32,461946,8,32
Beck,26,8.4,148328,6,71
Last Exile,26,7.94,104193,7,7
Ai Yori Aoshi,24,7.24,66597,8,51
Azumanga Daioh,26,8.06,170901,10,39
Trigun,26,8.32,283069,10,88
Chobits,26,7.57,266846,7,29
DearS,12,6.8,91037,9,47
Witch Hunter Robin,26,7.36,64905,-1,28
Mobile Suit Gundam Seed,50,7.93,96973,9,79
Rozen Maiden,12,7.57,128688,8,94
Neon Genesis Evangelion,26,8.32,461946,8,65
Naruto,220,7.81,683297,9,38
Trigun,26,8.32,283069,8,27
Last Exile,26,7.94,104193,7,21
Trigun,26,8.32,283069,6,24
Full Metal Panic! The Second Raid,13,8.06,155340,8,61
Aa! Megami-sama! (TV),24,7.45,96694,7,51
Naruto,220,7.81,683297,10,40
Gakuen Alice,26,7.8,52995,10,59
Neon Genesis Evangelion,26,8.32,461946,-1,17
Full Metal Panic! The Second Raid,13,8.06,155340,7,29
D.N.Angel,26,7.35,126914,-1,19
Aa! Megami-sama! (TV),24,7.45,96694,8,33
Chobits,26,7.57,266846,7,41
Naruto,220,7.81,683297,8,98
Chrno Crusade,24,7.8,140865,10,35
D.N.Angel,26,7.35,126914,-1,80
Aa! Megami-sama! (TV),24,7.45,96694,9,7
Full Metal Panic! The Second Raid,13,8.06,155340,9,31
Black Cat,23,7.52,150512,8,42
Naruto,220,7.81,683297,-1,61
DearS,12,6.8,91037,6,40
Black Cat,23,7.52,150512,10,33
Chobits,26,7.57,266846,8,33
Trinity Blood,24,7.44,113791,6,88
Chrno Crusade,24,7.8,140865,8,76
Berserk,25,8.4,226430,7,1
Trinity Blood,24,7.44,113791,9,13
Naruto,220,7.81,683297,7,18
Full Metal Panic! The Second Raid,13,8.06,155340,8,70
Naruto,220,7.81,683297,8,33
Cowboy Bebop,26,8.82,486824,9,3
Berserk,25,8.4,226430,7,17
Chrno Crusade,24,7.8,140865,8,43
Berserk,25,8.4,226430,9,92
Eyeshield 21,145,8.08,83648,9,83
School Rumble,26,8.06,178553,6,95
Trigun,26,8.32,283069,10,8
Chrno Crusade,24,7.8,140865,10,57
Gakuen Alice,26,7.8,52995,10,49
Kidou Tenshi Angelic Layer,26,7.32,39758,7,69
Black Cat,23,7.52,150512,-1,8
Naruto,220,7.81,683297,9,27
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,9,97
Full Metal Panic!,24,7.81,256325,8,10
Neon Genesis Evangelion,26,8.32,461946,7,13
Berserk,25,8.4,226430,8,58
Berserk,25,8.4,226430,9,12
Last Exile,26,7.94,104193,7,60
Neon Genesis Evangelion,26,8.32,461946,-1,47
Chrno Crusade,24,7.8,140865,4,1
Last Exile,26,7.94,104193,-1,10
Azumanga Daioh,26,8.06,170901,1,40
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,69
Ai Yori Aoshi,24,7.24,66597,7,68
Rozen Maiden,12,7.57,128688,6,75
School Rumble,26,8.06,178553,8,32
DearS,12,6.8,91037,6,16
School Rumble,26,8.06,178553,10,26
Naruto,220,7.81,683297,10,84
Chobits,26,7.57,266846,6,49
Neon Genesis Evangelion,26,8.32,461946,9,89
Naruto,220,7.81,683297,7,22
Azumanga Daioh,26,8.06,170901,9,9
Mobile Suit Zeta Gundam,50,8.03,28959,8,64
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,6,43
D.N.Angel,26,7.35,126914,6,21
Trigun,26,8.32,283069,4,65
Full Metal Panic! The Second Raid,13,8.06,155340,7,42
Naruto,220,7.81,683297,6,57
Mobile Suit Gundam,43,7.89,51566,9,58
Trigun,26,8.32,283069,-1,8
Full Metal Panic? Fumoffu,12,8.21,171086,9,24
Full Metal Panic! The Second Raid,13,8.06,155340,8,33
Chobits,26,7.57,266846,6,78
Chrno Crusade,24,7.8,140865,8,92
Full Metal Panic! The Second Raid,13,8.06,155340,10,33
Neon Genesis Evangelion,26,8.32,461946,7,44
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,61
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,93
Cowboy Bebop,26,8.82,486824,-1,83
Neon Genesis Evangelion,26,8.32,461946,7,78
Sunabouzu,24,7.55,65516,9,82
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,68
Naruto,220,7.81,683297,7,58
Neon Genesis Evangelion,26,8.32,461946,8,86
Trigun,26,8.32,283069,6,94
Naruto,220,7.81,683297,10,73
Azumanga Daioh,26,8.06,170901,-1,65
Cowboy Bebop,26,8.82,486824,9,74
Berserk,25,8.4,226430,8,89
Cowboy Bebop,26,8.82,486824,9,76
Rozen Maiden,12,7.57,128688,-1,61
Neon Genesis Evangelion,26,8.32,461946,-1,75
Full Metal Panic! The Second Raid,13,8.06,155340,8,64
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,48
Eyeshield 21,145,8.08,83648,-1,52
Azumanga Daioh,26,8.06,170901,9,32
Cowboy Bebop,26,8.82,486824,9,90
Neon Genesis Evangelion,26,8.32,461946,9,66
Basilisk: Kouga Ninpou Chou,24,7.68,98144,7,59
Full Metal Panic? Fumoffu,12,8.21,171086,-1,56
Aa! Megami-sama! (TV),24,7.45,96694,6,27
Mai-HiME,26,7.59,76492,-1,65
Azumanga Daioh,26,8.06,170901,-1,89
Cowboy Bebop,26,8.82,486824,10,76
Trigun,26,8.32,283069,10,81
Naruto,220,7.81,683297,5,79
Mobile Suit Gundam Wing,49,7.87,86001,8,91
Full Metal Panic? Fumoffu,12,8.21,171086,10,32
Cowboy Bebop,26,8.82,486824,-1,32
Naruto,220,7.81,683297,9,91
Chobits,26,7.57,266846,-1,41
Full Metal Panic! The Second Raid,13,8.06,155340,7,97
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,15
Beck,26,8.4,148328,8,79
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,-1,82
Full Metal Panic? Fumoffu,12,8.21,171086,10,85
Mobile Suit Gundam Seed,50,7.93,96973,8,9
Naruto,220,7.81,683297,8,47
Cowboy Bebop,26,8.82,486824,8,44
Hachimitsu to Clover,24,8.18,130646,9,42
Ai Yori Aoshi,24,7.24,66597,7,57
Berserk,25,8.4,226430,8,78
Mobile Suit Gundam Seed,50,7.93,96973,9,55
DearS,12,6.8,91037,9,52
Cowboy Bebop,26,8.82,486824,10,91
Black Cat,23,7.52,150512,8,40
Trigun,26,8.32,283069,8,96
Naruto,220,7.81,683297,9,33
Full Metal Panic!,24,7.81,256325,10,13
Neon Genesis Evangelion,26,8.32,461946,6,48
Cowboy Bebop,26,8.82,486824,-1,17
Cowboy Bebop,26,8.82,486824,8,68
Full Metal Panic? Fumoffu,12,8.21,171086,-1,79
Cowboy Bebop,26,8.82,486824,10,87
Chrno Crusade,24,7.8,140865,-1,58
Sunabouzu,24,7.55,65516,7,32
Berserk,25,8.4,226430,8,63
Shuffle!,24,7.31,158772,-1,24
School Rumble,26,8.06,178553,5,62
Prince of Tennis,178,8.04,87643,6,28
Chobits,26,7.57,266846,-1,59
Mai-Otome,26,7.4,36924,-1,18
Full Metal Panic! The Second Raid,13,8.06,155340,10,43
Naruto,220,7.81,683297,8,45
Beck,26,8.4,148328,-1,65
Cowboy Bebop,26,8.82,486824,8,31
Trinity Blood,24,7.44,113791,5,15
Cowboy Bebop,26,8.82,486824,9,1
Cowboy Bebop,26,8.82,486824,10,58
Hungry Heart: Wild Striker,52,7.74,13469,9,87
Black Cat,23,7.52,150512,8,50
Naruto,220,7.81,683297,-1,14
DearS,12,6.8,91037,8,32
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,42
Trinity Blood,24,7.44,113791,5,42
Sunabouzu,24,7.55,65516,9,62
Rozen Maiden,12,7.57,128688,7,66
Shuffle!,24,7.31,158772,7,43
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,90
Mobile Suit Gundam ZZ,47,6.81,17517,6,1
Chobits,26,7.57,266846,9,89
Azumanga Daioh,26,8.06,170901,9,9
Mai-HiME,26,7.59,76492,8,20
Chobits,26,7.57,266846,5,15
Chobits,26,7.57,266846,7,97
Shuffle!,24,7.31,158772,10,52
Neon Genesis Evangelion,26,8.32,461946,9,54
Black Cat,23,7.52,150512,8,28
Rozen Maiden,12,7.57,128688,7,91
Chobits,26,7.57,266846,9,90
Neon Genesis Evangelion,26,8.32,461946,10,1
Aa! Megami-sama! (TV),24,7.45,96694,-1,56
Chobits,26,7.57,266846,8,61
Full Metal Panic? Fumoffu,12,8.21,171086,7,64
Chrno Crusade,24,7.8,140865,7,19
DearS,12,6.8,91037,-1,43
Trigun,26,8.32,283069,8,44
Shuffle!,24,7.31,158772,7,58
Basilisk: Kouga Ninpou Chou,24,7.68,98144,1,20
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,36
Blue Gender,26,7.13,40581,7,10
DearS,12,6.8,91037,6,98
Full Metal Panic!,24,7.81,256325,-1,74
Naruto,220,7.81,683297,7,61
Chobits,26,7.57,266846,8,36
Mai-Otome,26,7.4,36924,-1,39
Full Metal Panic!,24,7.81,256325,9,28
D.C.: Da Capo,26,6.93,49909,8,50
Neon Genesis Evangelion,26,8.32,461946,9,91
Naruto,220,7.81,683297,7,54
Beck,26,8.4,148328,10,63
Neon Genesis Evangelion,26,8.32,461946,-1,96
Hungry Heart: Wild Striker,52,7.74,13469,8,72
Mobile Suit Gundam Wing,49,7.87,86001,9,62
Naruto,220,7.81,683297,-1,97
Azumanga Daioh,26,8.06,170901,9,64
School Rumble,26,8.06,178553,10,72
Last Exile,26,7.94,104193,-1,63
Naruto,220,7.81,683297,7,18
Neon Genesis Evangelion,26,8.32,461946,9,38
D.N.Angel,26,7.35,126914,6,36
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,28
Cowboy Bebop,26,8.82,486824,8,65
Berserk,25,8.4,226430,-1,87
Azumanga Daioh,26,8.06,170901,3,84
Full Metal Panic! The Second Raid,13,8.06,155340,9,79
Cowboy Bebop,26,8.82,486824,10,25
Naruto,220,7.81,683297,-1,64
Chobits,26,7.57,266846,7,70
Yakitate!! Japan,69,8.05,50876,5,65
Full Metal Panic? Fumoffu,12,8.21,171086,9,86
D.N.Angel,26,7.35,126914,8,45
Full Metal Panic? Fumoffu,12,8.21,171086,8,21
Hachimitsu to Clover,24,8.18,130646,8,8
Full Metal Panic!,24,7.81,256325,8,67
D.C.: Da Capo,26,6.93,49909,5,48
Trinity Blood,24,7.44,113791,7,74
Neon Genesis Evangelion,26,8.32,461946,10,91
Naruto,220,7.81,683297,9,54
Naruto,220,7.81,683297,3,26
Naruto,220,7.81,683297,7,19
Beck,26,8.4,148328,8,29
Shuffle!,24,7.31,158772,10,67
Full Metal Panic!,24,7.81,256325,-1,6
Gakuen Alice,26,7.8,52995,7,78
Beck,26,8.4,148328,10,44
Rozen Maiden,12,7.57,128688,8,8
Cowboy Bebop,26,8.82,486824,-1,14
Rozen Maiden: Tr?umend,12,7.78,72645,8,10
Neon Genesis Evangelion,26,8.32,461946,9,20
Eyeshield 21,145,8.08,83648,9,55
Cowboy Bebop,26,8.82,486824,10,72
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,34
Rozen Maiden: Tr?umend,12,7.78,72645,7,55
Mai-HiME,26,7.59,76492,8,97
Azumanga Daioh,26,8.06,170901,9,54
Cowboy Bebop,26,8.82,486824,10,21
Chobits,26,7.57,266846,6,35
Chrno Crusade,24,7.8,140865,6,76
Ai Yori Aoshi,24,7.24,66597,8,76
Cowboy Bebop,26,8.82,486824,9,13
Sunabouzu,24,7.55,65516,10,73
