id,是否有房,是否有车,是否有孩,近6个月异地交易金额均值,近6个月交易金额,近6个月有交易月份数
766,0,0,0,3399.3775,13597.51,4
767,0,0,0,1587.5,6350.0,4
768,0,0,0,674.7733333,2799.34,4
769,0,0,0,,,0
770,1,0,0,,,0
771,0,0,0,1817.3833329999998,8252.15,3
772,0,0,0,,,0
773,0,0,0,126.0,126.0,1
774,0,0,1,62211.0975,251597.39,5
775,0,0,0,6920.095,41520.57,6
776,0,0,0,3045.0,9135.0,3
777,0,0,0,2545.333333,7636.0,3
778,0,0,1,,,0
779,0,0,0,2054.67,6164.01,3
780,0,0,0,7843.833333,47063.0,6
781,1,0,0,,,0
782,1,0,0,1904.776667,5714.33,3
783,0,0,0,2008.6666670000002,12198.0,6
784,0,0,0,153.1,3089.0,5
785,1,0,1,500.0,500.0,1
786,1,0,0,6324.023333,37944.14,6
787,0,0,0,13251.49833,79508.99,6
788,0,0,1,6327.52,31637.6,5
789,0,0,0,0.07,0.07,1
790,0,0,0,18977.008,94885.04,5
791,0,0,0,1702.5,6876.5,6
792,0,0,0,172.5,1825.0,2
793,1,0,0,5780.48,34910.88,6
794,0,0,0,19779.26,118675.56,6
795,0,0,0,935.0,1870.0,2
796,0,1,0,4832.37,24161.85,5
797,0,0,1,1098.0,90969.0,3
798,1,0,0,3572.0,10916.0,4
799,0,0,0,117.54,117.54,1
800,0,0,0,0.02,0.02,1
801,1,0,0,,179.4,2
802,0,0,0,7037.156667,42735.37,6
803,1,0,0,6040.4,31130.0,5
804,1,0,0,7547.666667,45286.0,6
805,0,0,0,,,0
806,0,0,0,992.01,2976.03,3
807,0,0,0,2923.72,11694.88,4
808,0,0,0,1323.683333,4221.05,3
809,0,0,0,4440.0,8995.06,3
810,0,0,0,5081.7,30490.2,6
811,0,0,0,1190.0,1190.0,1
812,0,0,0,9214.835,55289.01,6
813,0,0,0,2416.4,12082.0,5
814,0,0,0,3028.0,12112.0,4
815,1,0,1,,,0
816,0,0,0,304.325,1511.91,3
817,0,0,0,4234.642,21389.21,6
818,1,0,0,6684.398333,40286.4,6
819,0,0,0,826.725,1653.45,2
820,0,0,0,,3400.0,1
821,1,0,0,2608.83,28054.59,5
822,1,0,0,10391.31667,62347.9,6
823,0,0,0,0.01,0.01,1
824,0,0,0,,,0
825,0,0,0,3157.566667,18965.4,6
826,0,0,0,2939.518333,17637.11,6
827,0,0,0,2319.666667,9549.0,6
828,0,0,0,4444.556667,13498.67,3
829,0,0,0,880.0,880.0,1
830,1,0,0,16436.41667,99015.5,6
831,0,0,1,500.0,6311.0,2
832,0,0,0,1114.0,3342.0,3
833,0,0,0,,,0
834,0,0,0,23798.411669999998,142790.47,6
835,1,0,1,3298.375,13619.49,5
836,1,0,1,9968.325,39873.3,4
837,0,0,0,2752.0,9699.0,5
838,0,0,1,5967.525,24498.6,4
839,0,0,0,5624.8,16874.4,3
840,0,0,0,23.28,129.68,2
841,0,0,1,,,0
842,0,0,0,,,0
843,0,0,1,2206.3475,54209.39,5
844,0,0,0,3873.28,23239.68,6
845,0,0,0,1375.666667,4127.0,3
846,0,0,0,,,0
847,0,0,0,3741.666667,22450.0,6
848,0,0,0,11957.79833,71746.79,6
849,0,0,0,1587.5,8638.0,4
850,0,0,0,2778.14,14068.57,6
851,0,0,0,1276.1,3831.2,3
852,0,0,0,1747.93,3495.86,2
853,0,0,0,,,0
854,1,0,0,,,0
855,0,0,0,2388.132,12467.86,6
856,0,0,1,8097.918000000001,40489.59,5
857,0,0,0,2100.0,6300.0,3
858,0,0,0,354.225,10207.1,5
859,0,0,0,414.0,425.7,2
860,1,0,0,861.5,1723.0,2
861,0,0,0,5178.2,29781.0,5
862,0,0,1,,288.0,1
863,0,0,0,1371.6,6064.97,4
864,1,0,1,2900.0,22600.0,5
865,0,0,0,9975.176,51525.88,6
866,0,0,1,2347.0,9388.0,4
867,0,0,0,6533.31,45109.3,6
868,1,0,0,5431.125,22977.5,5
869,0,0,0,65.0,130.0,2
870,0,0,0,,2123.22,1
871,0,0,0,,,0
872,0,0,0,3494.25,13977.0,4
873,0,0,0,7397.57,38130.45,6
874,0,0,0,150.0,150.0,1
875,0,0,0,10482.24,31446.72,3
876,1,0,1,,122.84,1
877,1,0,1,,,0
878,0,0,0,,,0
879,1,0,0,12549.928329999999,75299.57,6
880,1,0,0,1233.9425,5156.87,4
881,0,0,0,986.1133332999999,2985.74,4
882,0,0,0,5240.0,31440.0,6
883,1,0,0,,1200.0,2
884,0,0,0,,,0
885,0,0,1,3500.115,7505.23,3
886,1,0,0,12632.078000000001,63160.39,5
887,0,0,1,1735.6666670000002,5207.0,3
888,0,0,0,10138.04,60828.24,6
889,1,0,0,130.46,269.0,1
890,0,0,0,9598.354,47991.77,5
891,0,0,0,6579.121999999999,32895.61,5
892,0,0,0,,,0
893,0,0,0,,,0
894,0,0,0,5490.4,27452.0,5
895,0,0,0,,,0
896,1,0,0,960.0,2880.0,3
897,0,0,0,991.8,991.8,1
898,0,0,0,6607.0,7100.0,1
899,0,0,0,6590.23,33372.55,6
900,0,0,1,8262.738333,49576.43,6
901,0,0,0,3663.011667,21978.07,6
902,1,0,1,18754.18,107757.83,6
903,0,0,0,101.35,1064.25,2
904,1,0,0,6515.0,26060.0,4
905,0,0,0,260.0,3003.4,3
906,1,0,1,970.0,1940.0,2
907,1,0,0,22.15,22.15,1
908,1,0,0,4745.812,27717.06,6
909,0,0,0,7698.506667000001,46191.04,6
910,0,0,1,,,0
911,0,0,0,767.5733333,2302.72,3
912,0,0,0,,,0
913,0,0,1,,,0
914,1,0,1,,,0
915,0,0,1,912.5,1825.0,2
916,1,0,0,3799.0883329999997,22794.53,6
917,1,0,1,2239.058,14992.69,5
918,0,0,0,1903.4,9517.0,5
919,0,0,1,,,0
920,1,0,1,2200.75,2200.75,1
921,1,0,0,2250.0,2250.0,1
922,1,0,0,2062.75,10619.0,5
923,1,0,0,4503.565,9125.13,2
924,0,0,0,,,0
925,1,0,0,2564.875,10259.5,4
926,0,0,0,5741.338333,34448.03,6
927,0,0,0,,,0
928,1,0,0,1538.72,6154.88,4
929,0,0,1,,,0
930,0,0,0,19971.846,99859.23,5
931,0,0,0,,,0
932,0,0,1,,,0
933,0,0,0,4632.16,23160.8,5
934,0,0,1,5870.668000000001,29353.34,5
935,0,0,0,536.5,1733.0,3
936,0,0,0,9802.0,9802.0,1
937,0,0,0,,168.0,1
938,0,0,0,5441.418333,32648.51,6
939,0,0,0,,,0
940,0,0,0,4287.94,21439.7,5
941,0,0,1,3277.538333,19665.23,6
942,0,0,0,7025.75,42154.5,6
943,0,0,0,11369.375,68216.25,6
944,0,0,1,4621.833333,27731.0,6
945,1,0,0,21940.45833,131642.75,6
946,0,0,0,4035.345,19946.78,6
947,1,0,0,6251.25,12502.5,2
948,1,0,0,4501.928333,27011.57,6
949,1,0,0,7040.59,29716.56,5
950,1,0,0,694.3,1072.2,3
951,0,0,1,5318.775,21275.1,4
952,0,0,0,,,0
953,0,0,0,587.3380000000001,5450.69,6
954,0,0,0,,,0
955,0,0,0,1032.91,8355.6,4
956,0,0,0,652.91,1305.82,2
957,0,0,0,177.12,885.6,5
958,0,0,0,1136.0,3408.0,3
959,0,0,0,1672.1,1672.1,1
960,0,0,0,7728.633333,46371.8,6
961,0,0,1,,,0
962,1,0,1,2186.554,10932.77,5
963,0,0,0,4255.8,21279.0,5
964,1,0,0,3945.335,15781.34,4
965,0,0,0,,,0
966,0,0,0,6694.175,40165.05,6
967,0,0,0,414.19,828.38,2
968,0,0,0,,,0
969,0,0,0,,,0
970,0,0,0,1166.475,2332.95,2
971,0,0,0,1122.5,4490.0,4
972,0,0,0,3869.8516670000004,25302.66,6
973,1,0,0,61.25,122.5,2
974,1,0,1,5446.333333,44185.81,6
975,0,0,0,,,0
976,0,0,0,2013.764,11388.82,5
977,0,0,0,4370.4,21852.0,5
978,0,0,0,,,0
979,1,0,0,,,0
980,0,0,0,623.0,1246.0,2
981,0,0,0,2805.5,2805.5,1
982,0,0,1,1500.0,1500.0,1
983,0,0,1,11392.071670000001,68352.43,6
984,0,0,0,,,0
985,0,0,0,582.47,582.47,1
986,0,0,0,2551.14,45591.0,6
987,0,0,0,2121.235,8484.94,4
988,0,0,0,3477.798,17604.99,5
989,0,0,1,6932.0,41592.0,6
990,1,0,0,,,0
991,0,0,0,6388.986667,38333.92,6
992,1,0,0,5714.516667,35742.11,6
993,0,0,1,,,0
994,1,0,0,15132.818000000001,78664.09,6
995,0,0,0,500.0,500.0,1
996,0,0,0,,,0
997,0,0,0,,99.0,1
998,0,0,0,5741.025,22964.1,4
999,1,0,0,6286.581999999999,31432.91,5
1000,1,0,0,,96.0,1
1001,0,0,0,4009.5433329999996,24057.26,6
1002,0,0,0,5099.458333,50123.15,6
1003,0,0,0,3044.8,15224.0,5
1004,0,0,0,,,0
1005,0,0,0,2364.0,4364.0,2
1006,0,0,1,194.005,1425.84,4
1007,0,0,0,,,0
1008,0,0,0,518.5,2217.6,4
1009,0,0,0,,457.0,3
1010,1,0,1,1649.965,4236.93,4
1011,0,0,1,34342.875,206487.05,6
1012,0,0,0,16534.33,99205.98,6
1013,0,0,0,12373.966,64501.83,5
1014,0,0,0,2943.333333,8830.0,3
1015,1,0,0,2217.528,11487.64,5
1016,0,0,0,10576.968,52952.84,5
1017,1,0,0,1281.86,1281.86,1
1018,0,0,0,16522.50667,99135.04,6
1019,1,0,1,1728.5,6921.0,4
1020,0,0,0,7465.618332999999,44793.71,6
1021,0,0,0,,,0
1022,0,0,0,15322.065,91932.39,6
1023,1,0,0,,,0
1024,1,0,1,1856.743333,5570.23,3
1025,0,0,0,,,0
1026,0,0,0,3793.6,11380.8,3
1027,0,0,0,3285.736667,19714.42,6
1028,1,0,0,6445.66,25782.64,4
1029,1,0,0,,,0
1030,1,0,0,,,0
1031,0,0,0,,,0
1032,0,0,0,4043.6,26567.47,6
1033,0,0,0,6014.845,24314.89,5
1034,0,0,0,20.0,40.0,2
1035,0,0,0,20974.043999999998,104870.22,5
1036,1,0,1,,1457.0,4
1037,0,0,0,1720.45,3440.9,2
1038,0,0,0,203.095,15731.19,6
1039,0,0,0,1307.2,2614.4,2
1040,0,0,0,716.0,716.0,1
1041,0,0,0,1874.376,9529.68,6
1042,1,0,0,,,0
1043,0,0,0,1000.0,1000.0,1
1044,0,0,0,8871.488000000001,44357.44,5
1045,0,0,0,,,0
1046,0,0,0,715.0,715.0,1
1047,0,0,0,,,0
1048,0,0,0,,,0
1049,1,0,0,1940.0,1940.0,1
1050,0,0,0,305.4166667,916.25,3
1051,0,0,0,53525.09167,321150.55,6
1052,0,0,0,200.0,200.0,1
1053,1,0,1,2309.5,12247.51,5
1054,0,0,0,4926.425,29897.55,6
1055,0,0,0,1233.16,1233.16,1
1056,0,0,0,,,0
1057,0,0,0,,560.2,1
1058,0,0,0,2925.166667,17616.0,6
1059,0,0,0,560.0,1680.0,3
1060,0,1,0,3621.748,18108.74,5
1061,0,0,0,69.0,138.0,2
1062,0,0,0,467.7,3174.7,2
1063,0,0,0,760.0,760.0,1
1064,0,0,0,2080.66,6241.99,4
1065,0,0,0,100.01,100.01,1
1066,0,0,1,6224.63,31124.15,6
1067,1,0,1,1558.9,3669.9,2
1068,0,0,0,3628.333333,21770.0,6
1069,0,0,0,215.935,431.87,2
1070,1,0,0,,6284.0,4
1071,0,0,0,719.61,2258.83,3
1072,0,0,0,,,0
1073,0,0,0,,,0
1074,0,0,0,,,0
1075,0,0,1,2431.66,7294.98,3
1076,0,0,0,1386.135,2772.27,2
1077,0,0,0,11115.3975,44461.59,4
1078,1,0,0,,,0
1079,0,0,0,10242.89167,62167.35,6
1080,0,0,0,11404.975,68429.85,6
1081,1,0,1,427.9,526.9,2
1082,0,0,0,120.0,120.0,1
1083,0,0,1,138.0,138.0,1
1084,0,0,0,,,0
1085,0,0,0,1100.336667,3301.01,3
1086,0,0,0,3421.833333,20531.0,6
1087,0,0,0,,,0
1088,0,0,0,5568.896667,19903.59,4
1089,1,0,1,2492.3716670000003,14954.23,6
1090,0,0,0,,,0
1091,0,0,0,,156.8,2
1092,0,0,0,391.0,1170.0,3
1093,0,0,0,1602.566667,4807.7,3
1094,0,0,0,6312.4,27041.5,4
1095,0,0,1,2888.631667,17331.79,6
1096,0,0,0,1679.235,5408.47,4
1097,0,0,0,1411.576667,8744.46,6
1098,0,0,0,,,0
1099,0,0,0,617.0,2441.0,3
1100,0,0,0,802.8333332999999,3314.35,3
1101,1,0,1,250.3,500.6,2
1102,1,0,0,2669.188,13384.44,5
1103,0,0,0,,,0
1104,1,0,1,110.0,110.0,1
1105,0,0,1,4096.25,23669.0,5
1106,0,0,0,,,0
1107,0,0,0,4791.85,25737.4,6
1108,0,0,0,11596.23667,69577.42,6
1109,0,0,0,,,0
1110,1,0,0,71.318,903.88,6
1111,0,0,0,4517.115,15123.44,5
1112,1,0,0,599.5766667,2237.01,3
1113,0,0,1,,20.0,1
1114,1,0,1,8440.375,51083.75,6
1115,0,0,0,,,0
1116,0,0,0,,,0
1117,1,0,1,2666.934,13672.67,6
1118,0,0,1,8460.201667,50761.21,6
1119,0,0,0,3042.41,9127.23,3
1120,0,0,0,3388.691667,23530.55,6
1121,1,0,1,50149.22667,300895.36,6
1122,0,0,1,952.5,3810.0,4
1123,1,0,0,,,0
1124,0,0,0,4407.892,22039.46,5
1125,0,0,0,3255.2,17075.8,6
1126,0,0,0,3600.8,10802.4,3
1127,1,0,1,6455.451999999999,32277.26,5
1128,0,0,0,2013.6666670000002,6041.0,3
1129,0,0,1,1363.875,5455.5,4
1130,0,0,0,,,0
1131,1,0,0,,45.84,1
1132,1,0,0,2300.0,4600.0,2
1133,0,0,0,800.0,800.0,1
1134,0,0,1,1383.4,4150.2,3
1135,0,0,0,2809.445,11237.78,4
1136,0,0,0,245.0,737.9,2
1137,1,0,1,,,0
1138,0,0,0,4688.126667,14064.38,3
1139,0,0,0,4656.3,4656.3,1
1140,0,0,1,1843.0,3898.4,3
1141,0,0,0,2077.6425,79684.87,5
1142,0,0,0,7778.981667,46673.89,6
1143,0,0,0,,,0
1144,1,0,0,17760.59833,106737.49,6
1145,0,0,0,,,0
1146,1,0,0,15874.023330000002,95774.14,6
1147,0,0,1,3209.32,16046.6,5
1148,0,0,0,2344.843333,7034.53,3
1149,0,0,0,6785.57,27142.28,4
1150,1,0,0,8778.286667,52669.72,6
1151,0,0,1,6293.283332999999,35486.02,6
1152,0,0,0,188.0,2132.63,5
1153,0,0,0,1543.4,7717.0,5
1154,0,0,0,19257.905,38515.81,2
1155,0,0,0,8400.0,203707.5,6
1156,0,0,0,1634.566667,5098.7,4
1157,0,0,0,,5840.21,2
1158,1,0,0,,2271.0,1
1159,0,0,0,884.35,884.35,1
1160,1,0,1,,10200.0,5
1161,0,0,0,,,0
1162,0,0,0,415.49,415.49,1
1163,0,0,0,13933.32,84655.02,6
1164,0,0,0,614.2,1228.4,2
1165,0,0,0,13224.802,66124.01,5
1166,0,0,0,581.8666667,1943.8,4
1167,0,0,0,,,0
1168,1,0,1,,,0
1169,0,0,1,2045.175,5675.35,3
1170,0,0,0,5114.015,30684.09,6
1171,1,0,0,2963.8,17782.8,6
1172,1,0,0,3513.916667,41167.5,6
1173,0,0,1,,,0
1174,1,0,1,9281.7425,37126.97,4
1175,0,0,0,1577.5025,6310.01,4
1176,0,0,0,1491.88,7459.4,5
1177,0,0,0,1000.0,1000.0,1
1178,0,0,0,3629.17,7258.34,2
1179,0,0,0,6401.563333,38409.38,6
1180,1,0,0,,,0
1181,0,0,0,,,0
1182,0,0,1,23000.0,23000.0,1
1183,0,0,0,1008.36,1008.36,1
1184,0,0,0,9939.523333,59637.14,6
1185,0,0,0,,39279.0,5
1186,0,0,0,19987.58667,119925.52,6
1187,0,0,0,1000.01,1627.0,3
1188,0,0,0,176266.85,707923.1,6
1189,0,0,0,7809.533332999999,46857.2,6
1190,1,0,1,88.0,88.0,1
1191,0,0,0,,64285.71,1
1192,1,0,1,1443.85,2955.7,3
1193,0,0,0,9950.97,59705.82,6
1194,0,0,0,25338.83333,152633.0,6
1195,0,0,0,2738.4516670000003,16430.71,6
1196,0,0,0,,,0
1197,0,0,1,4915.61,24578.06,5
1198,1,0,0,,,0
1199,0,0,0,3094.35,18837.5,6
1200,0,0,0,200.0,435.0,2
1201,0,0,0,1860.0,1860.0,1
1202,0,0,1,,,0
1203,0,0,1,,,0
1204,0,0,0,2480.2,12401.0,5
1205,0,0,0,,,0
1206,1,0,1,,,0
1207,0,0,1,1245.8,5183.2,5
1208,1,0,1,,4270.0,2
1209,0,0,0,76563.39667,463280.38,6
1210,1,0,0,4110.84,16981.36,4
1211,0,0,0,298.0,6728.5,4
1212,1,0,0,500.0,500.0,1
1213,0,0,0,1122.0,1122.0,1
1214,0,0,0,738.5833332999999,5284.5,6
1215,0,0,0,1080.0,4160.0,3
1216,0,0,0,3089.38,15446.9,5
1217,0,0,0,216.66666669999998,754.9,3
1218,0,0,0,3299.5840000000003,16497.92,5
1219,0,0,0,44897.43,269988.58,6
1220,0,0,1,,,0
1221,0,0,0,,21443.72,5
1222,0,0,0,2778.91,8336.73,3
1223,0,0,0,1265.0,2530.0,2
1224,0,0,0,5587.3,33986.46,6
1225,0,0,0,,,0
1226,0,0,1,2382.61,7515.8,5
1227,0,0,0,1178.5,2402.7,3
1228,0,0,0,,54.32,1
1229,0,0,0,4271.265,26683.59,6
1230,0,0,0,13703.916000000001,68519.58,5
1231,0,0,0,,,0
1232,0,0,0,16354.421669999998,98126.53,6
1233,0,0,0,1034.942,5295.21,6
1234,1,0,0,2295.314,11625.57,6
1235,1,0,0,1600.0,3200.0,2
1236,0,0,0,3992.0,15934.0,5
1237,0,0,0,44557.91167,267347.47,6
1238,1,0,0,3750.958333,22705.75,6
1239,0,0,0,2402.07,34548.79,6
1240,0,0,0,,,0
1241,0,0,0,30838.13333,185028.8,6
1242,0,0,0,,,0
1243,1,0,1,4458.916,23859.58,5
1244,1,0,0,,2879.9,3
1245,0,0,0,2147.5766670000003,6873.73,4
1246,0,0,0,4544.762,24728.81,6
1247,0,0,0,,,0
1248,0,0,0,2870.973333,17225.84,6
1249,0,0,0,,,0
1250,1,0,1,2214.23,11071.15,5
1251,1,0,1,1818.445,4810.79,5
1252,0,0,1,5451.666667,16355.0,3
1253,0,0,0,7300.448,36502.24,5
1254,0,0,0,3889.42,19447.1,5
1255,0,0,0,5112.16,25560.8,5
1256,0,0,0,,,0
1257,0,0,0,23.0,525.1,4
1258,1,0,0,3961.4,15845.6,4
1259,0,0,0,,,0
1260,0,0,0,,,0
1261,0,0,0,3299.4633329999997,20318.78,6
1262,0,0,0,3989.552,21447.76,6
1263,0,0,0,,,0
1264,0,0,0,8000.688333,48148.43,6
1265,0,0,0,,,0
1266,1,0,0,2829.8666670000002,8954.6,5
1267,0,0,0,7294.6,36473.0,5
1268,0,0,0,,,0
1269,0,0,0,384.26,784.26,3
1270,1,0,0,2982.0,2982.0,1
1271,0,0,0,,,0
1272,0,0,0,649.08,3948.13,6
1273,1,0,1,3500.0,3500.0,1
1274,0,0,0,100775.0,101057.7,2
1275,0,0,0,,,0
1276,0,0,0,705.0,1433.8,2
1277,0,0,0,1076.5,3352.7,5
1278,0,0,0,13108.7275,52434.91,4
1279,0,0,0,881.385,1762.77,2
1280,0,0,1,27.78,27.78,1
1281,0,0,0,2925.125,5850.25,2
1282,0,0,0,6528.695,13057.39,2
1283,0,0,0,18549.8925,76785.89,6
1284,0,0,0,2664.8,13324.0,5
1285,0,0,0,,300.0,1
1286,0,0,0,,,0
1287,1,0,0,687.31,2749.24,4
1288,0,0,0,,,0
1289,1,0,1,1629.195,6516.78,4
1290,0,0,0,,,0
1291,1,0,1,,,0
1292,1,0,0,5343.95,32063.7,6
1293,0,0,0,4993.333333,15105.15,4
1294,0,0,0,465.0,1951.0,5
1295,0,0,0,5.0,5.0,1
1296,0,0,0,,,0
1297,1,0,0,400.0,400.0,1
1298,0,0,0,,,0
1299,0,0,1,6585.51,19756.53,3
1300,0,0,0,,,0
1301,0,0,0,,,0
1302,0,0,0,1247.333333,3742.0,3
1303,0,0,1,3995.4,4827.1,2
1304,1,0,1,11156.38333,66938.3,6
1305,0,0,0,8238.67,32954.68,4
1306,1,0,0,,,0
1307,1,0,0,7126.418333,43158.61,6
1308,0,0,0,3615.03,18075.16,6
1309,0,0,0,33661.39333,202440.36,6
1310,0,0,0,5155.1,25775.5,5
1311,0,0,0,,3243.24,6
1312,0,0,0,195.4,195.4,1
1313,1,0,1,2450.0033329999997,9013.01,6
1314,1,0,0,624.61,1249.22,2
1315,1,0,1,10368.98333,62213.9,6
1316,0,0,0,3468.55,13874.2,4
1317,1,0,1,698.775,1397.55,2
1318,1,0,0,15552.318330000002,93313.91,6
1319,0,0,0,,,0
1320,0,0,0,6791.781667,40750.69,6
1321,0,0,0,705.825,7499.01,3
1322,0,0,0,2500.0,5480.0,3
1323,1,0,0,,,0
1324,1,0,0,7521.596667,45129.58,6
1325,1,0,0,,,0
1326,0,0,0,,,0
1327,0,0,0,,39.1,1
1328,0,0,0,,,0
1329,0,0,0,1569.7,7848.5,5
1330,0,0,0,593.22,593.22,1
1331,0,0,0,,1008.9,2
1332,0,0,0,4373.1775,19777.66,6
1333,1,0,0,6410.54,41852.7,6
1334,0,0,0,,,0
1335,1,0,1,135.0,1120.07,5
1336,0,0,0,17867.506,89337.53,5
1337,0,0,0,1711.9425,6847.77,4
1338,0,0,0,10680.16667,64081.0,6
1339,1,0,0,,,0
1340,0,0,1,2797.583333,16785.5,6
1341,0,0,1,,,0
1342,1,0,0,22860.98,68582.94,3
1343,0,0,0,3124.0,15745.0,5
1344,0,0,0,6.0,16389.33,2
1345,1,0,0,5311.25,10622.5,2
1346,1,0,1,17605.60333,52896.81,3
1347,1,0,0,599.6666667000001,1799.0,3
1348,0,0,0,9634.5675,38538.27,4
1349,1,0,0,4057.555,9115.11,3
1350,1,0,0,2335.8,7337.4,4
1351,0,0,0,4759.166667,28555.0,6
1352,0,0,0,697.3,1394.6,2
1353,0,0,0,,,0
1354,0,0,0,40.4,40.4,1
1355,0,0,1,360.76,1082.28,3
1356,0,0,0,2665.0,5330.0,2
1357,0,0,0,,,0
1358,0,0,0,793.0,1586.0,2
1359,0,0,0,2579.8,12899.0,5
1360,0,0,0,,,0
1361,0,0,0,1464.666667,4394.0,3
1362,0,0,0,,,0
1363,0,0,0,,,0
1364,0,0,0,,,0
1365,0,0,1,14655.175,58620.7,4
1366,0,0,0,1454.666667,4364.0,3
1367,0,0,0,,2793.0,1
1368,0,0,0,,,0
1369,0,0,0,,,0
1370,0,0,1,,,0
1371,1,0,1,996.0,2133.85,4
1372,1,0,0,3977.55,15910.2,4
1373,0,0,0,927.76,4341.73,4
1374,0,0,1,,,0
1375,0,0,0,,1000.0,1
1376,0,0,0,1000.0,1000.0,1
1377,0,0,0,,88.0,1
1378,0,0,1,7675.283332999999,46051.7,6
1379,0,0,0,5510.215999999999,27828.08,5
1380,0,0,0,6059.723333,36358.34,6
1381,0,0,0,1078.886667,3236.66,3
1382,0,0,0,5768.0,34707.29,6
1383,0,0,1,13934.1,69848.5,5
1384,1,0,0,3311.165,20021.99,6
1385,0,0,0,,,0
1386,0,0,0,700.0,700.0,1
1387,0,0,0,1104.0,3312.0,3
1388,0,0,1,,880.0,2
1389,0,0,0,9948.85,60188.1,6
1390,0,0,0,7381.75,31412.0,5
1391,0,0,0,,,0
1392,1,0,0,2465.2,12743.0,5
1393,0,0,0,3619.664,19098.32,6
1394,0,0,0,2751.333333,16508.0,6
1395,1,0,0,2053.275,12319.65,6
1396,0,0,0,980.0,7984.02,3
1397,0,0,1,4537.912,22689.56,5
1398,0,0,0,55.0,55.0,1
1399,0,0,0,2820.0,3243.0,2
1400,0,0,0,8485.17,36935.68,5
1401,1,0,0,4814.416,24072.08,5
1402,0,0,0,2015.8,6047.4,3
1403,0,0,0,5346.55,32079.3,6
1404,0,0,0,,,0
1405,0,0,0,505.0,796.6,3
1406,0,0,0,1082.868,6163.23,6
1407,0,0,0,1672.15,8513.6,4
1408,0,0,0,20.0,20.0,1
1409,0,0,0,,,0
1410,0,0,0,8270.956667,24812.87,3
1411,0,0,0,15966.413999999999,82830.07,5
1412,0,0,0,1000.0,1000.0,1
1413,0,0,0,723.825,1447.65,2
1414,0,0,0,1851.0,8500.0,3
1415,0,0,0,2000.0,6500.0,3
1416,0,0,0,8304.766667,49828.6,6
1417,0,0,1,,366.0,2
1418,0,0,0,3817.085,15901.74,4
1419,0,0,0,,,0
1420,1,0,1,,,0
1421,0,0,0,2628.96,10778.84,5
1422,0,0,0,,,0
1423,0,0,0,600.0,600.0,1
1424,1,0,0,,,0
1425,1,0,0,3872.1,15488.4,4
1426,0,0,1,1764.25,3528.5,2
1427,1,0,0,983.3333332999998,3390.0,3
1428,0,0,0,470.5,12508.58,4
1429,0,0,0,4466.526667,13421.18,4
1430,0,0,0,1466.666667,8800.0,6
1431,0,0,0,1713.97,5141.91,3
1432,1,0,0,2268.0,4536.0,2
1433,0,0,0,,1575.18,1
1434,0,0,0,1099.486667,3298.46,3
1435,0,0,0,1676.75,6707.0,4
1436,0,0,0,3462.28,22680.68,6
1437,0,0,0,1413.323333,4484.97,4
1438,0,0,0,7317.233333,43903.4,6
1439,0,0,0,,38.6,1
1440,0,0,1,5204.75,20819.0,4
1441,0,0,0,2335.0,22645.0,6
1442,0,0,0,5571.96,33431.76,6
1443,1,0,1,,,0
1444,0,0,0,875.0,875.0,1
1445,1,0,1,,,0
1446,0,0,0,,,0
1447,1,0,0,705.74,1411.48,2
1448,0,0,0,,,0
1449,1,0,0,44.4,44.4,1
1450,1,0,0,676.3433332999999,2029.03,3
1451,1,0,1,920.7266667000001,3262.18,5
1452,0,0,1,6186.5,24746.0,4
1453,0,0,1,3545.033333,15850.2,4
1454,0,0,0,2133.211667,13116.27,6
1455,1,0,1,4031.2,12093.6,3
1456,1,0,0,2000.0,2000.0,1
1457,1,0,1,1467.0,4401.0,3
1458,0,0,0,,1540.0,2
1459,0,0,0,,,0
1460,0,0,0,34394.14,206364.84,6
1461,0,0,0,760.0,760.0,1
1462,1,0,0,911.8,3647.2,4
1463,0,0,0,4482.853333,27017.12,6
1464,1,0,0,2056.012,10280.06,5
1465,0,0,0,5139.048333,30834.29,6
1466,0,0,0,4977.77,9955.54,2
1467,0,0,0,,19.5,1
1468,0,0,0,7843.885,48343.31,6
1469,1,0,0,4380.788,21903.94,5
1470,0,0,0,16810.955,100865.73,6
1471,0,0,1,2238.0,4476.0,2
1472,0,0,0,7894.495,31577.98,4
1473,1,0,1,216.6633333,649.99,3
1474,1,0,0,12718.04333,38944.52,3
1475,0,0,0,4188.093333,25128.56,6
1476,0,0,0,,,0
1477,0,0,0,,,0
1478,0,0,0,,,0
1479,0,0,0,,,0
1480,0,0,1,314.85,629.7,2
1481,1,0,0,79.2,177.3,2
1482,0,0,1,4586.5,18346.0,4
1483,0,0,0,,,0
1484,0,0,0,,10000.0,1
1485,0,0,0,18120.15,108720.9,6
1486,0,0,0,2153.3,4733.6,3
1487,1,0,0,12176.80167,73060.81,6
1488,1,0,1,4088.8,21664.0,5
1489,1,0,1,,,0
1490,0,0,0,1969.39,11816.34,6
1491,1,0,1,3111.896667,18982.38,6
1492,1,0,0,1051.515,3502.0,3
1493,0,0,1,178.5,178.5,1
1494,0,0,0,,,0
1495,0,0,0,,,0
1496,0,0,0,1760.0,1760.0,1
1497,0,0,0,3679.3,18396.5,5
1498,0,0,0,6996.916667,43086.5,6
1499,0,0,0,11059.48667,66356.92,6
1500,0,0,0,13553.333330000001,81320.0,6
1501,0,0,0,13030.31,78181.86,6
