商品名,用户编号,购买数量,购买日期,购买单价
GP,c4827d45bc,3,2021/6/28,598
GP,c4827d45bc,2,2021/6/22,598
GP,c4827d45bc,2,2021/7/3,598
GP,3d3c0958c0,3,2021/6/21,598
GP,3d3c0958c0,1,2021/6/22,598
GP,3d3c0958c0,4,2021/7/5,598
GP,3d3c0958c0,4,2021/7/15,598
GP,3d3c0958c0,1,2021/7/26,598
GP,3d3c0958c0,3,2021/7/14,598
GP,3d3c0958c0,1,2021/7/4,598
GP,3d3c0958c0,2,2021/7/14,598
GP,2187cb24bf,1,2021/7/14,598
GP,2187cb24bf,2,2021/6/21,598
GP,2187cb24bf,1,2021/7/15,598
GP,2187cb24bf,2,2021/6/22,598
GP,2187cb24bf,2,2021/7/7,598
GP,2187cb24bf,1,2021/6/22,598
GP,2187cb24bf,3,2021/7/14,598
GP,2187cb24bf,1,2021/5/14,598
GP,9f0602b4a9,1,2021/7/26,598
GP,9f0602b4a9,1,2021/6/22,598
GP,9f0602b4a9,1,2021/6/22,598
GP,9f0602b4a9,1,2021/7/14,598
GP,9f0602b4a9,4,2021/7/15,598
GP,9f0602b4a9,2,2021/7/15,598
GP,9f0602b4a9,2,2021/7/15,598
GP,9f0602b4a9,4,2021/7/6,598
GP,3197dcbdbd,1,2021/7/15,598
GP,3197dcbdbd,4,2021/6/21,598
GP,3197dcbdbd,1,2021/7/15,598
GP,3197dcbdbd,2,2021/6/28,598
GP,3197dcbdbd,3,2021/7/5,598
GP,3197dcbdbd,1,2021/6/21,598
GP,3197dcbdbd,2,2021/7/5,598
GP,3197dcbdbd,1,2021/7/5,598
GP,3197dcbdbd,3,2021/6/21,598
GP,468c49edf6,3,2021/7/14,598
GP,468c49edf6,1,2021/7/14,598
GP,468c49edf6,2,2021/7/5,598
GP,468c49edf6,2,2021/7/15,598
GP,468c49edf6,1,2021/3/4,598
GP,468c49edf6,3,2021/3/5,598
GP,468c49edf6,4,2021/8/6,598
GP,468c49edf6,1,2021/7/25,598
GP,468c49edf6,1,2021/2/19,598
GP,1a4f560c52,4,2021/2/25,598
GP,1a4f560c52,4,2021/3/19,598
GP,1a4f560c52,1,2021/5/3,598
GP,1a4f560c52,2,2021/4/5,598
GP,1a4f560c52,4,2021/7/25,598
GP,1a4f560c52,2,2021/6/8,598
GP,1a4f560c52,1,2021/3/30,598
GP,1a4f560c52,1,2021/7/22,598
GP,1a4f560c52,4,2021/3/5,598
GP,6978fe0a93,1,2021/4/27,598
GP,6978fe0a93,1,2021/4/30,598
GP,6978fe0a93,1,2021/3/21,598
GP,6978fe0a93,4,2021/6/11,598
GP,6978fe0a93,3,2021/3/25,598
GP,6978fe0a93,2,2021/3/24,598
GP,6978fe0a93,1,2021/7/24,598
GP,6978fe0a93,1,2021/1/5,598
GP,6978fe0a93,2,2021/1/4,598
GP,6978fe0a93,2,2021/2/28,598
GP,751d2b856e,2,2021/9/1,598
GP,751d2b856e,3,2021/2/22,598
GP,751d2b856e,4,2021/6/7,598
GP,751d2b856e,1,2021/7/25,598
GP,751d2b856e,2,2021/2/11,598
GP,751d2b856e,1,2021/2/13,598
GP,751d2b856e,3,2021/7/25,598
GP,751d2b856e,1,2021/3/4,598
GP,751d2b856e,1,2021/1/9,598
GP,751d2bf0e0,3,2021/3/28,598
GP,751d2bf0e0,2,2021/4/4,598
GP,751d2bf0e0,4,2021/3/25,598
GP,751d2bf0e0,1,2021/3/7,598
GP,751d2bf0e0,1,2021/3/28,598
GP,751d2bf0e0,1,2021/2/28,598
GP,751d2bf0e0,1,2021/4/4,598
GP,751d2bf0e0,2,2021/4/5,598
GP,751d2bf0e0,1,2021/4/6,598
GP,15a73c28cd,2,2021/3/28,598
GP,15a73c28cd,1,2021/3/9,598
GP,15a73c28cd,4,2021/4/3,598
GP,15a73c28cd,2,2021/3/14,598
GP,15a73c28cd,3,2021/3/28,598
GP,15a73c28cd,1,2021/3/12,598
GP,15a73c28cd,4,2021/1/9,598
GP,15a73c28cd,4,2021/2/22,598
GP,4d885e20c1,2,2021/3/17,598
GP,4d885e20c1,1,2021/3/26,598
GP,4d885e20c1,1,2021/1/9,598
GP,4d885e20c1,1,2021/3/18,598
GP,4d885e20c1,2,2021/3/4,598
GP,4d885e20c1,1,2021/3/27,598
GP,4d885e20c1,2,2021/3/14,598
GP,4d885e20c1,4,2021/3/4,598
GP,4d885e20c1,1,2021/3/17,598
GP,8a1196ffbf,2,2021/3/18,598
GP,8a1196ffbf,4,2021/1/14,598
GP,8a1196ffbf,1,2021/3/5,598
GP,8a1196ffbf,1,2021/3/18,598
GP,8a1196ffbf,1,2021/3/17,598
GP,8a1196ffbf,1,2021/3/20,598
GP,8a1196ffbf,1,2021/4/1,598
GP,8a1196ffbf,3,2021/3/20,598
GP,8a1196ffbf,4,2021/3/17,598
GP,8a1196ffbf,1,2021/3/9,598
GP,2f43c18f3f,4,2021/3/27,598
GP,2f43c18f3f,3,2021/3/17,598
GP,2f43c18f3f,1,2021/3/12,598
GP,2f43c18f3f,1,2021/3/15,598
GP,2f43c18f3f,2,2021/4/4,598
GP,2f43c18f3f,3,2021/1/9,598
GP,2f43c18f3f,4,2021/3/12,598
GP,2f43c18f3f,3,2021/3/21,598
GP,2f43c18f3f,1,2021/3/18,598
GP,2f43c18f3f,1,2021/3/19,598
GP,c69ad03135,3,2021/3/17,598
GP,c69ad03135,4,2021/3/26,598
GP,c69ad03135,2,2021/3/10,598
GP,c69ad03135,1,2021/3/28,598
GP,c69ad03135,4,2021/3/27,598
GP,c69ad03135,2,2021/3/19,598
GP,c69ad03135,2,2021/3/29,598
GP,c69ad03135,4,2021/1/9,598
GP,e4df6ccf98,1,2021/1/9,598
GP,e4df6ccf98,1,2021/1/14,598
GP,e4df6ccf98,4,2021/3/17,598
GP,e4df6ccf98,4,2021/3/27,598
GP,e4df6ccf98,1,2021/3/14,598
GP,e4df6ccf98,1,2021/3/15,598
GP,e4df6ccf98,2,2021/2/6,598
GP,e4df6ccf98,1,2021/3/17,598
GP,e4df6ccf98,3,2021/3/29,598
GP,214b891865,1,2021/2/20,598
GP,214b891865,2,2021/3/18,598
GP,214b891865,4,2021/4/6,598
GP,214b891865,2,2021/3/23,598
GP,214b891865,4,2021/3/14,598
GP,214b891865,3,2021/1/27,598
GP,214b891865,3,2021/4/5,598
GP,214b891865,3,2021/3/26,598
GP,214b891865,4,2021/3/26,598
GP,e4df6c35a9,3,2021/2/10,598
GP,e4df6c35a9,2,2021/2/23,598
GP,e4df6c35a9,2,2021/1/14,598
GP,e4df6c35a9,1,2021/3/5,598
GP,e4df6c35a9,2,2021/3/3,598
GP,e4df6c35a9,2,2021/2/22,598
GP,e4df6c35a9,1,2021/2/11,598
GP,e4df6c35a9,2,2021/3/28,598
GP,e4df6c35a9,4,2021/3/20,598
GP,55af8e33f,3,2021/1/27,598
GP,55af8e33f,1,2021/3/4,598
GP,55af8e33f,4,2021/3/22,598
GP,55af8e33f,4,2021/2/27,598
GP,55af8e33f,1,2021/4/3,598
GP,55af8e33f,2,2021/3/3,598
GP,55af8e33f,1,2021/3/19,598
GP,468c494150,1,2021/3/8,598
GP,468c494150,1,2021/3/7,598
GP,468c494150,1,2021/3/10,598
GP,468c494150,4,2021/1/14,598
GP,468c494150,1,2021/3/28,598
GP,468c494150,3,2021/3/28,598
GP,468c494150,1,2021/1/9,598
GP,468c494150,2,2021/3/30,598
GP,468c494150,3,2021/3/19,598
GP,468c494150,2,2021/4/3,598
GP,9809deb3c6,1,2021/3/23,598
GP,9809deb3c6,4,2021/4/2,598
GP,9809deb3c6,2,2021/7/26,598
GP,9809deb3c6,1,2021/3/6,598
GP,9809deb3c6,2,2021/7/26,598
GP,9809deb3c6,2,2021/4/1,598
GP,9809deb3c6,3,2021/3/1,598
GP,9809deb3c6,3,2021/7/11,598
GP,9809deb3c6,1,2021/7/9,598
GP,2f43c27c5a,1,2021/3/7,598
GP,2f43c27c5a,2,2021/4/10,598
GP,2f43c27c5a,2,2021/6/25,598
GP,2f43c27c5a,2,2021/7/26,598
GP,2f43c27c5a,1,2021/7/26,598
GP,2f43c27c5a,3,2021/2/20,598
GP,2f43c27c5a,2,2021/3/9,598
GP,2f43c27c5a,2,2021/3/3,598
GP,2f43c27c5a,1,2021/3/8,598
GP,2f43c27c5a,4,2021/2/22,598
GP,b2d1c11a,1,2021/7/28,598
GP,b2d1c11a,3,2021/3/2,598
GP,b2d1c11a,4,2021/4/9,598
GP,b2d1c11a,2,2021/7/26,598
GP,b2d1c11a,1,2021/3/5,598
GP,b2d1c11a,4,2021/5/9,598
GP,b2d1c11a,3,2021/7/26,598
GP,b2d1c11a,2,2021/2/20,598
GP,b2d1c11a,1,2021/6/9,598
GP,10ff247635,2,2021/5/27,598
GP,10ff247635,3,2021/2/14,598
GP,10ff247635,3,2021/1/23,598
GP,10ff247635,4,2021/3/30,598
GP,10ff247635,1,2021/4/13,598
GP,10ff247635,2,2021/2/8,598
GP,10ff247635,2,2021/7/10,598
GP,10ff247635,3,2021/5/21,598
GP,10ff247635,1,2021/5/27,598
GP,10ff247635,1,2021/5/18,598
GP,10ff247635,2,2021/1/30,598
GP,777137526c,3,2021/1/19,598
GP,777137526c,4,2021/2/11,598
GP,777137526c,2,2021/8/13,598
GP,777137526c,2,2021/2/5,598
GP,777137526c,1,2021/5/29,598
GP,777137526c,2,2021/6/4,598
GP,777137526c,1,2021/6/18,598
GP,777137526c,3,2021/3/17,598
GP,777137526c,4,2021/7/17,598
GP,777137526c,2,2021/5/15,598
GP,cb42e7e236,1,2021/1/19,598
GP,cb42e7e236,2,2021/6/13,598
GP,cb42e7e236,1,2021/1/24,598
GP,cb42e7e236,2,2021/2/15,598
GP,cb42e7e236,2,2021/5/20,598
GP,cb42e7e236,4,2021/8/23,598
GP,cb42e7e236,2,2021/8/21,598
GP,cb42e7e236,1,2021/5/24,598
GP,cb42e7e236,3,2021/9/30,598
GP,3197cd8e3a,1,2021/1/20,598
GP,3197cd8e3a,1,2021/1/13,598
GP,3197cd8e3a,4,2021/8/23,598
GP,3197cd8e3a,2,2021/9/5,598
GP,3197cd8e3a,4,2021/9/21,598
GP,3197cd8e3a,1,2021/5/15,598
GP,3197cd8e3a,4,2021/5/24,598
GP,3197cd8e3a,2,2021/5/30,598
GP,3197cd8e3a,4,2021/9/26,598
GP,1a4f5568a6,3,2021/7/30,598
GP,1a4f5568a6,1,2021/6/22,598
GP,1a4f5568a6,2,2021/2/1,598
GP,1a4f5568a6,1,2021/1/24,598
GP,1a4f5568a6,1,2021/1/29,598
GP,1a4f5568a6,1,2021/8/12,598
GP,1a4f5568a6,2,2021/5/20,598
GP,1a4f5568a6,1,2021/6/18,598
GP,1a4f5568a6,4,2021/6/30,598
GP,1a4f5568a6,1,2021/6/28,598
GP,44382cc21b,1,2021/7/25,598
GP,44382cc21b,1,2021/3/26,598
GP,44382cc21b,4,2021/5/24,598
GP,44382cc21b,1,2021/6/20,598
GP,44382cc21b,4,2021/8/18,598
GP,44382cc21b,1,2021/1/17,598
GP,44382cc21b,1,2021/1/22,598
GP,44382cc21b,4,2021/5/21,598
GP,44382cc21b,1,2021/5/24,598
GP,44382cc21b,1,2021/5/21,598
GP,4b345256dc,1,2021/5/22,598
GP,4b345256dc,4,2021/2/1,598
GP,4b345256dc,2,2021/9/29,598
GP,4b345256dc,1,2021/1/17,598
GP,4b345256dc,4,2021/3/12,598
GP,4b345256dc,1,2021/1/26,598
GP,4b345256dc,3,2021/8/23,598
GP,4b345256dc,4,2021/2/2,598
GP,4b345256dc,2,2021/7/5,598
GP,4b345256dc,2,2021/8/27,598
GP,627cca536d,4,2021/2/14,598
GP,627cca536d,1,2021/2/3,598
GP,627cca536d,2,2021/2/10,598
GP,627cca536d,2,2021/5/30,598
GP,627cca536d,1,2021/3/12,598
GP,627cca536d,1,2021/5/27,598
GP,627cca536d,1,2021/2/5,598
GP,627cca536d,1,2021/9/26,598
GP,627cca536d,2,2021/9/19,598
GP,64d0d63bc4,4,2021/6/20,598
GP,64d0d63bc4,1,2021/6/10,598
GP,64d0d63bc4,1,2021/5/26,598
GP,64d0d63bc4,1,2021/1/12,598
GP,64d0d63bc4,2,2021/8/16,598
GP,64d0d63bc4,1,2021/8/13,598
GP,64d0d63bc4,1,2021/5/24,598
GP,64d0d63bc4,1,2021/7/4,598
GP,8315824b4b,1,2021/1/24,598
GP,8315824b4b,3,2021/1/17,598
GP,8315824b4b,3,2021/5/15,598
GP,8315824b4b,2,2021/5/15,598
GP,8315824b4b,4,2021/1/7,598
GP,8315824b4b,1,2021/1/17,598
GP,8315824b4b,1,2021/1/11,598
GP,8315824b4b,2,2021/8/26,598
GP,9f06118545,1,2021/6/29,598
GP,9f06118545,3,2021/3/21,598
GP,9f06118545,2,2021/7/9,598
GP,9f06118545,1,2021/2/3,598
GP,9f06118545,4,2021/9/9,598
GP,9f06118545,2,2021/4/25,598
GP,9f06118545,1,2021/7/7,598
GP,9f06118545,1,2021/2/7,598
GP,9f06118545,1,2021/7/22,598
GP,9f06118545,1,2021/4/7,598
GP,3d3c18011c,1,2021/3/22,598
GP,3d3c18011c,1,2021/1/22,598
GP,3d3c18011c,1,2021/2/22,598
GP,3d3c18011c,2,2021/5/7,598
GP,3d3c18011c,1,2021/3/7,598
GP,3d3c18011c,2,2021/5/22,598
GP,3d3c18011c,1,2021/6/22,598
GP,3d3c18011c,1,2021/1/7,598
GP,751d3b22b9,4,2021/8/23,598
GP,751d3b22b9,1,2021/8/7,598
GP,751d3b22b9,4,2021/9/22,598
GP,751d3b22b9,2,2021/9/7,598
GP,751d3b22b9,1,2021/4/22,598
GP,751d3b22b9,1,2021/6/7,598
GP,751d3b22b9,2,2021/8/20,598
GP,751d3b22b9,2,2021/6/16,598
GP,751d3b22b9,2,2021/7/18,598
GP,751d3b22b9,1,2021/7/16,598
GP,9809de7038,1,2021/7/22,598
GP,9809de7038,1,2021/1/15,598
GP,9809de7038,1,2021/1/15,598
GP,9809de7038,2,2021/3/26,598
GP,9809de7038,2,2021/2/27,598
GP,9809de7038,4,2021/5/7,598
GP,9809de7038,2,2021/4/10,598
GP,9809de7038,1,2021/4/9,598
GP,9809de7038,2,2021/2/6,598
GP,9809de7038,1,2021/3/26,598
GP,831572e451,1,2021/3/26,598
GP,831572e451,2,2021/2/6,598
GP,831572e451,1,2021/2/6,598
GP,831572e451,3,2021/5/31,598
GP,831572e451,2,2021/4/2,598
GP,831572e451,1,2021/2/6,598
GP,831572e451,4,2021/2/8,598
GP,831572e451,1,2021/3/26,598
GP,831572e451,3,2021/3/18,598
GP,9a5df9e1e8,1,2021/3/27,598
GP,9a5df9e1e8,4,2021/5/31,598
GP,9a5df9e1e8,1,2021/2/6,598
GP,9a5df9e1e8,2,2021/2/6,598
GP,9a5df9e1e8,1,2021/2/6,598
GP,9a5df9e1e8,2,2021/2/10,598
GP,9a5df9e1e8,4,2021/2/10,598
GP,9a5df9e1e8,2,2021/4/12,598
GP,9a5df9e1e8,1,2021/1/29,598
GP,6bccfa7ac8,1,2021/6/24,598
GP,6bccfa7ac8,4,2021/7/22,598
GP,6bccfa7ac8,1,2021/2/18,598
GP,6bccfa7ac8,3,2021/2/4,598
GP,6bccfa7ac8,2,2021/2/4,598
GP,6bccfa7ac8,4,2021/4/12,598
GP,6bccfa7ac8,4,2021/7/1,598
GP,6bccfa7ac8,2,2021/2/26,598
GP,6bccfa7ac8,1,2021/2/19,598
GP,6bccfa7ac8,4,2021/1/20,598
GP,214b88fd73,4,2021/2/2,598
GP,214b88fd73,1,2021/3/8,598
GP,214b88fd73,1,2021/2/10,598
GP,214b88fd73,2,2021/2/8,598
GP,214b88fd73,1,2021/2/19,598
GP,214b88fd73,1,2021/3/11,598
GP,214b88fd73,2,2021/5/27,598
GP,214b88fd73,2,2021/1/27,598
GP,214b88fd73,1,2021/3/3,598
GP,214b88fd73,3,2021/4/8,598
GP,592c99929d,1,2021/1/13,598
GP,592c99929d,2,2021/3/8,598
GP,592c99929d,4,2021/2/5,598
GP,592c99929d,1,2021/3/10,598
GP,592c99929d,4,2021/5/13,598
GP,592c99929d,1,2021/3/5,598
GP,592c99929d,1,2021/9/9,598
GP,592c99929d,3,2021/1/14,598
GP,592c99929d,1,2021/3/4,598
GP,c570ca655,1,2021/9/30,598
GP,c570ca655,2,2021/5/6,598
GP,c570ca655,2,2021/4/12,598
GP,c570ca655,1,2021/7/15,598
GP,c570ca655,3,2021/2/24,598
GP,c570ca655,2,2021/8/19,598
GP,c570ca655,4,2021/8/5,598
GP,c570ca655,2,2021/3/11,598
GP,c570ca655,1,2021/6/11,598
GP,c570ca655,3,2021/2/1,598
GP,751d2b643f,4,2021/9/2,598
GP,751d2b643f,2,2021/2/22,598
GP,751d2b643f,1,2021/7/9,598
GP,751d2b643f,4,2021/6/3,598
GP,751d2b643f,4,2021/7/8,598
GP,751d2b643f,1,2021/8/26,598
GP,751d2b643f,4,2021/8/17,598
GP,751d2b643f,3,2021/2/18,598
GP,751d2b643f,2,2021/3/2,598
GP,d23f0ce67a,2,2021/5/13,598
GP,d23f0ce67a,1,2021/3/8,598
GP,d23f0ce67a,1,2021/2/23,598
GP,d23f0ce67a,2,2021/4/15,598
GP,d23f0ce67a,1,2021/2/25,598
GP,d23f0ce67a,4,2021/4/29,598
GP,d23f0ce67a,4,2021/7/29,598
GP,d23f0ce67a,2,2021/4/12,598
GP,9f0602f3f4,4,2021/4/21,598
GP,9f0602f3f4,1,2021/6/28,598
GP,9f0602f3f4,4,2021/8/12,598
GP,9f0602f3f4,3,2021/6/10,598
GP,9f0602f3f4,1,2021/3/9,598
GP,9f0602f3f4,2,2021/9/16,598
GP,9f0602f3f4,1,2021/4/22,598
GP,9f0602f3f4,1,2021/1/21,598
GP,9f0602f3f4,2,2021/3/25,598
GP,363fe54909,3,2021/1/26,598
GP,363fe54909,3,2021/1/27,598
GP,363fe54909,4,2021/1/6,598
GP,363fe54909,1,2021/2/18,598
GP,363fe54909,1,2021/3/4,598
GP,363fe54909,1,2021/3/8,598
GP,363fe54909,1,2021/4/1,598
GP,363fe54909,1,2021/5/20,598
GP,363fe54909,4,2021/2/25,598
GP,363fe54909,4,2021/2/9,598
GP,5484917c19,3,2021/6/17,598
GP,5484917c19,1,2021/1/28,598
GP,5484917c19,1,2021/2/5,598
GP,5484917c19,2,2021/1/7,598
GP,5484917c19,1,2021/3/3,598
GP,5484917c19,1,2021/9/28,598
GP,5484917c19,2,2021/2/10,598
GP,5484917c19,2,2021/2/3,598
GP,5484917c19,4,2021/3/4,598
GP,9f0602b766,1,2021/2/24,598
GP,9f0602b766,3,2021/3/1,598
GP,9f0602b766,1,2021/3/18,598
GP,9f0602b766,3,2021/5/11,598
GP,9f0602b766,1,2021/2/2,598
GP,9f0602b766,1,2021/9/23,598
GP,9f0602b766,2,2021/2/3,598
GP,9f0602b766,2,2021/1/28,598
GP,15a74bfb95,4,2021/7/30,598
GP,15a74bfb95,1,2021/1/28,598
GP,15a74bfb95,1,2021/2/7,598
GP,15a74bfb95,3,2021/2/7,598
GP,15a74bfb95,1,2021/8/3,598
GP,15a74bfb95,1,2021/2/7,598
GP,15a74bfb95,4,2021/2/7,598
GP,15a74bfb95,4,2021/8/17,598
GP,15a74bfb95,1,2021/3/29,598
GP,239f84e998,3,2021/9/7,598
GP,239f84e998,4,2021/8/23,598
GP,239f84e998,4,2021/7/9,598
GP,239f84e998,1,2021/6/23,598
GP,239f84e998,4,2021/5/12,598
GP,239f84e998,3,2021/2/18,598
GP,239f84e998,2,2021/7/27,598
GP,239f84e998,2,2021/3/4,598
GP,239f84e998,1,2021/7/2,598
GP,239f84e998,3,2021/1/6,598
GP,5b80a508de,2,2021/3/29,598
GP,5b80a508de,1,2021/4/2,598
GP,5b80a508de,1,2021/4/23,598
GP,5b80a508de,1,2021/6/3,598
GP,5b80a508de,4,2021/2/23,598
GP,5b80a508de,1,2021/5/11,598
GP,5b80a508de,4,2021/1/23,598
GP,5b80a508de,2,2021/5/6,598
GP,5b80a508de,2,2021/5/25,598
GP,306ebf9e6,1,2021/3/15,598
GP,306ebf9e6,4,2021/4/14,598
GP,306ebf9e6,2,2021/8/31,598
GP,306ebf9e6,4,2021/8/18,598
GP,306ebf9e6,2,2021/3/24,598
GP,306ebf9e6,1,2021/5/23,598
GP,306ebf9e6,3,2021/8/14,598
GP,306ebf9e6,1,2021/8/4,598
GP,306ebf9e6,4,2021/1/14,598
GP,239f84c92c,1,2021/8/27,598
GP,239f84c92c,1,2021/3/18,598
GP,239f84c92c,1,2021/5/22,598
GP,239f84c92c,1,2021/6/13,598
GP,239f84c92c,3,2021/5/27,598
GP,239f84c92c,2,2021/7/8,598
GP,239f84c92c,2,2021/2/27,598
GP,239f84c92c,3,2021/5/27,598
GP,239f84c92c,2,2021/2/27,598
GP,239f84c92c,1,2021/6/27,598
GP,5dd4b265de,2,2021/7/27,598
GP,5dd4b265de,1,2021/9/27,598
GP,5dd4b265de,2,2021/2/27,598
GP,5dd4b265de,4,2021/6/27,598
GP,5dd4b265de,4,2021/1/27,598
GP,5dd4b265de,1,2021/7/27,598
GP,5dd4b265de,3,2021/1/27,598
GP,5dd4b265de,2,2021/2/27,598
GP,5dd4b265de,1,2021/6/27,598
GP,5dd4b265de,4,2021/4/28,598
GP,363ff55b83,1,2021/8/27,598
GP,363ff55b83,4,2021/7/27,598
GP,363ff55b83,1,2021/5/27,598
GP,363ff55b83,1,2021/3/29,598
GP,363ff55b83,4,2021/4/28,598
GP,363ff55b83,3,2021/3/29,598
GP,363ff55b83,2,2021/1/27,598
GP,363ff55b83,4,2021/9/27,598
GP,2cefb44d9e,3,2021/8/27,598
GP,2cefb44d9e,1,2021/2/27,598
GP,2cefb44d9e,2,2021/3/12,598
GP,2cefb44d9e,1,2021/9/10,598
GP,2cefb44d9e,1,2021/6/1,598
GP,2cefb44d9e,1,2021/9/10,598
GP,2cefb44d9e,2,2021/2/9,598
GP,2cefb44d9e,3,2021/6/1,598
GP,2cefb44d9e,2,2021/7/16,598
GP,214b79026b,4,2021/8/10,598
GP,214b79026b,1,2021/1/8,598
GP,214b79026b,1,2021/7/13,598
GP,214b79026b,4,2021/7/9,598
GP,214b79026b,1,2021/6/30,598
GP,214b79026b,2,2021/6/23,598
GP,214b79026b,1,2021/3/12,598
GP,214b79026b,4,2021/3/17,598
GP,1ca3617299,4,2021/3/3,598
GP,1ca3617299,3,2021/1/19,598
GP,1ca3617299,2,2021/1/22,598
GP,1ca3617299,1,2021/1/21,598
GP,1ca3617299,3,2021/1/19,598
GP,1ca3617299,2,2021/9/6,598
GP,1ca3617299,2,2021/8/2,598
GP,1ca3617299,4,2021/9/13,598
GP,1ca3617299,4,2021/7/27,598
GP,1ca3617299,1,2021/9/6,598
GP,8a1196ccff,3,2021/5/28,598
GP,8a1196ccff,1,2021/1/29,598
GP,8a1196ccff,2,2021/9/17,598
GP,8a1196ccff,1,2021/8/20,598
GP,8a1196ccff,1,2021/1/2,598
GP,8a1196ccff,2,2021/3/9,598
GP,8a1196ccff,4,2021/1/4,598
GP,8a1196ccff,1,2021/3/12,598
GP,8a1196ccff,1,2021/3/12,598
GP,239f84ccac,4,2021/8/12,598
GP,239f84ccac,1,2021/4/7,598
GP,239f84ccac,1,2021/4/10,598
GP,239f84ccac,4,2021/3/26,598
GP,239f84ccac,1,2021/3/2,598
GP,239f84ccac,1,2021/2/20,598
GP,239f84ccac,3,2021/2/17,598
GP,239f84ccac,2,2021/3/19,598
GP,239f84ccac,2,2021/3/9,598
GP,87bd8ad1e0,2,2021/4/21,598
GP,87bd8ad1e0,1,2021/3/4,598
GP,87bd8ad1e0,4,2021/2/10,598
GP,87bd8ad1e0,1,2021/3/14,598
GP,87bd8ad1e0,1,2021/4/12,598
GP,87bd8ad1e0,1,2021/5/5,598
GP,87bd8ad1e0,2,2021/2/4,598
GP,87bd8ad1e0,1,2021/3/8,598
GP,87bd8ad1e0,1,2021/2/8,598
GP,8c65b24d21,1,2021/5/6,598
GP,8c65b24d21,2,2021/2/17,598
GP,8c65b24d21,3,2021/7/6,598
GP,8c65b24d21,3,2021/6/18,598
GP,8c65b24d21,1,2021/1/15,598
GP,8c65b24d21,1,2021/9/17,598
GP,8c65b24d21,1,2021/9/22,598
GP,8c65b24d21,1,2021/1/27,598
GP,8c65b24d21,4,2021/5/6,598
GP,8c65b24d21,2,2021/7/2,598
GP,87bd8a85b4,3,2021/1/15,598
GP,87bd8a85b4,1,2021/1/15,598
GP,87bd8a85b4,1,2021/6/15,598
GP,87bd8a85b4,4,2021/9/17,598
GP,87bd8a85b4,3,2021/9/17,598
GP,87bd8a85b4,1,2021/1/27,598
GP,87bd8a85b4,1,2021/7/2,598
GP,87bd8a85b4,1,2021/5/11,598
GP,87bd8a85b4,1,2021/8/2,598
GP,214b79491d,4,2021/6/2,598
GP,214b79491d,1,2021/1/27,598
GP,214b79491d,1,2021/8/3,598
GP,214b79491d,1,2021/9/10,598
GP,214b79491d,3,2021/9/21,598
GP,214b79491d,4,2021/9/6,598
GP,214b79491d,1,2021/4/29,598
GP,214b79491d,1,2021/3/22,598
GP,214b79491d,3,2021/7/29,598
GP,214b79491d,2,2021/7/23,598
GP,cfeafefe09,3,2021/2/9,598
GP,cfeafefe09,2,2021/2/22,598
GP,cfeafefe09,3,2021/6/22,598
GP,cfeafefe09,2,2021/3/22,598
GP,cfeafefe09,3,2021/4/22,598
GP,cfeafefe09,1,2021/4/12,598
GP,cfeafefe09,4,2021/1/22,598
GP,cfeafefe09,1,2021/9/1,598
GP,cfeafefe09,1,2021/8/28,598
GP,cfeafefe09,4,2021/9/22,598
GP,8eb9be6a32,1,2021/4/7,598
GP,8eb9be6a32,4,2021/5/22,598
GP,8eb9be6a32,4,2021/5/6,598
GP,8eb9be6a32,3,2021/2/22,598
GP,8eb9be6a32,4,2021/3/19,598
GP,8eb9be6a32,1,2021/8/2,598
GP,8eb9be6a32,1,2021/8/2,598
GP,8eb9be6a32,3,2021/3/6,598
GP,8eb9be6a32,3,2021/9/1,598
GP,8eb9be6a32,2,2021/7/16,598
GP,910dca6033,2,2021/5/11,598
GP,910dca6033,1,2021/7/6,598
GP,910dca6033,2,2021/3/12,598
GP,910dca6033,1,2021/8/24,598
GP,910dca6033,1,2021/7/6,598
GP,910dca6033,1,2021/3/2,598
GP,910dca6033,4,2021/2/10,598
GP,910dca6033,3,2021/7/15,598
GP,910dca6033,3,2021/5/6,598
GP,910dca6033,2,2021/4/16,598
GP,dde3490a13,2,2021/8/2,598
GP,dde3490a13,1,2021/6/25,598
GP,dde3490a13,2,2021/4/16,598
GP,dde3490a13,4,2021/8/6,598
GP,dde3490a13,3,2021/4/13,598
GP,dde3490a13,1,2021/6/4,598
GP,dde3490a13,3,2021/1/9,598
GP,dde3490a13,4,2021/1/8,598
GP,c570c1c71,1,2021/1/6,598
GP,c570c1c71,1,2021/1/14,598
GP,c570c1c71,2,2021/1/13,598
GP,c570c1c71,1,2021/1/7,598
GP,c570c1c71,3,2021/4/4,598
GP,c570c1c71,3,2021/1/10,598
GP,c570c1c71,3,2021/4/9,598
GP,c570c1c71,2,2021/1/11,598
GP,c570c1c71,2,2021/7/13,598
GP,1.53E+83,1,2021/1/29,598
GP,1.53E+83,4,2021/3/10,598
GP,1.53E+83,3,2021/3/4,598
GP,1.53E+83,1,2021/9/18,598
GP,1.53E+83,2,2021/4/18,598
GP,1.53E+83,4,2021/7/18,598
GP,1.53E+83,1,2021/6/4,598
GP,1.53E+83,4,2021/8/18,598
GP,e037550975,4,2021/6/18,598
GP,e037550975,1,2021/2/4,598
GP,e037550975,2,2021/7/21,598
GP,e037550975,1,2021/5/4,598
GP,e037550975,2,2021/8/4,598
