个人信息,校园卡编号,消费金额,存储金额,余额,消费次数,消费类型,消费地点,消费时间
182978-男,20182978,8,0,105.6,739,消费,第五食堂,2019-04-12 12_2
180244-女,2018244,8,0,131.8,665,消费,第四食堂,2019-04-22 18_1
180462-女,2018462,0.4,0,68,698,消费,第五食堂,2019-04-17 16_4
182867-男,20182867,2.6,0,92.19,855,消费,第五食堂,2019-04-08 07_6
180524-男,2018524,2,0,46.9,938,消费,第一食堂,2019-04-24 09_9
180293-女,2018293,8,0,48.8,690,消费,第三食堂,2019-04-01 18_3
180651-女,2018651,6,0,98.8,890,消费,第四食堂,2019-04-11 16_1
182058-女,20182058,2.5,0,58.9,631,消费,第五食堂,2019-04-22 18_3
181702-男,20181702,4,0,96.14,544,消费,第一食堂,2019-04-25 17_3
181567-男,20181567,0.8,0,75.9,749,消费,第二食堂,2019-04-08 17_5
180722-女,2018722,2,0,235.4,719,消费,第二食堂,2019-04-08 07_9
180774-女,2018774,1.2,0,95.9,596,消费,第二食堂,2019-04-22 07_9
182215-男,20182215,9,0,66.9,483,消费,第四食堂,2019-04-25 12_0
183980-女,20183980,2,0,30.16,594,消费,第五食堂,2019-04-23 19_1
184151-女,20184151,5,0,114.9,519,消费,第三食堂,2019-04-15 16_9
180690-女,2018690,0.6,0,50.2,804,消费,第二食堂,2019-04-25 07_5
181462-男,20181462,1.5,0,21.9,1122,消费,第一食堂,2019-04-13 17_1
181664-男,20181664,1.1,0,103.1,742,消费,第二食堂,2019-04-02 07_7
183725-女,20183725,9,0,77.5,508,消费,第三食堂,2019-04-21 11_3
180403-女,2018403,3.5,0,39.9,565,消费,第五食堂,2019-04-22 18_2
181623-男,20181623,9,0,119.22,456,消费,第四食堂,2019-04-09 19_2
183973-男,20183973,0.6,0,26.6,656,消费,第五食堂,2019-04-13 11_3
182727-男,20182727,7.1,0,78.1,562,消费,第五食堂,2019-04-30 18_2
180921-男,2018921,2.5,0,28.53,517,消费,第一食堂,2019-04-09 11_10
181582-男,20181582,0.8,0,62.22,1172,消费,第二食堂,2019-04-20 11_7
181798-男,20181798,2,0,172.4,624,消费,第二食堂,2019-04-23 17_10
183647-女,20183647,6,0,29.75,344,消费,第五食堂,2019-04-01 17_3
182332-女,20182332,2.5,0,24.5,667,消费,第五食堂,2019-04-29 08_10
183419-女,20183419,0.5,0,49,788,消费,第一食堂,2019-04-24 11_7
181657-男,20181657,7,0,45.7,542,消费,第四食堂,2019-04-02 11_9
183722-女,20183722,0.4,0,102.3,492,消费,第五食堂,2019-04-08 11_9
184169-男,20184169,3,0,13.4,694,消费,第一食堂,2019-04-16 17_2
184235-女,20184235,2.5,0,49.19,490,消费,好利来食品店,2019-04-24 09_8
180856-女,2018856,3.5,0,145.8,917,消费,第二食堂,2019-04-17 18_1
181269-女,20181269,2.5,0,2.7,669,消费,红太阳超市,2019-04-30 09_8
182350-女,20182350,10,0,86.1,560,消费,第三食堂,2019-04-12 12_7
181063-男,20181063,7,0,75.3,1100,消费,第四食堂,2019-04-18 17_4
182672-女,20182672,2.5,0,28.2,379,消费,第五食堂,2019-04-17 07_7
181349-男,20181349,0.6,0,21.6,707,消费,第二食堂,2019-04-09 11_10
182695-女,20182695,1.5,0,76.2,772,消费,第二食堂,2019-04-24 17_6
181309-女,20181309,1,0,110.8,622,消费,第二食堂,2019-04-17 07_8
182492-女,20182492,6,0,87.58,595,消费,好利来食品店,2019-04-12 16_2
183050-男,20183050,5.5,0,122.04,631,消费,第三食堂,2019-04-30 12_0
182124-女,20182124,0.6,0,102,1040,消费,第五食堂,2019-04-23 12_5
182379-女,20182379,3.5,0,105.7,891,消费,好利来食品店,2019-04-03 07_8
183115-男,20183115,6,0,23.5,431,消费,第五食堂,2019-04-23 06_11
180799-女,2018799,8.5,0,103.8,494,消费,第二食堂,2019-04-17 00_0
182728-男,20182728,8,0,62,808,消费,第五食堂,2019-04-11 12_4
181629-男,20181629,0,100,123.5,1194,存款,财务处,2019-04-17 11_2
181047-女,20181047,4,0,16.7,658,消费,第一食堂,2019-04-08 16_5
183807-女,20183807,3,0,35.3,501,消费,第五食堂,2019-04-03 16_6
182091-女,20182091,1.5,0,66.4,508,消费,好利来食品店,2019-04-10 07_8
184079-男,20184079,1.2,0,55.5,735,消费,第二食堂,2019-04-11 09_9
184142-女,20184142,2.5,0,63.5,806,消费,第一食堂,2019-04-01 21_8
181338-男,20181338,3,0,154.8,952,消费,第一食堂,2019-04-18 21_5
180269-女,2018269,0.4,0,55.7,483,消费,第五食堂,2019-04-23 12_3
181303-女,20181303,7,0,64.5,801,消费,第四食堂,2019-04-18 17_5
184169-男,20184169,2.5,0,71.2,710,消费,第二食堂,2019-04-19 00_0
183734-女,20183734,2.5,0,36.6,507,消费,第五食堂,2019-04-18 11_11
182413-男,20182413,1.2,0,98.61,510,消费,第二食堂,2019-04-18 07_7
182975-男,20182975,4,0,15.9,475,消费,第五食堂,2019-04-22 12_0
182850-男,20182850,2.5,0,38.44,1102,消费,第一食堂,2019-04-10 11_9
183396-女,20183396,2,0,176.9,458,消费,第二食堂,2019-04-12 09_7
180747-女,2018747,7,0,76.3,1000,消费,第四食堂,2019-04-25 18_1
181404-男,20181404,3.5,0,61.58,919,消费,第二食堂,2019-04-13 12_2
181831-男,20181831,6,0,155.8,676,消费,第一食堂,2019-04-16 17_4
180251-女,2018251,5.5,0,76.4,398,消费,第二食堂,2019-04-17 15_9
182930-男,20182930,8,0,25.2,854,消费,第五食堂,2019-04-24 17_6
180692-女,2018692,2,0,30.6,738,消费,第一食堂,2019-04-11 09_7
180526-男,2018526,8,0,46.1,1041,消费,第四食堂,2019-04-01 11_12
182049-女,20182049,0.5,0,26.9,519,消费,第五食堂,2019-04-08 12_1
181517-男,20181517,3,0,141.3,863,消费,第二食堂,2019-04-21 12_2
182436-女,20182436,8,0,41.4,484,消费,第三食堂,2019-04-07 16_12
183046-男,20183046,2.1,0,40.9,431,消费,第五食堂,2019-04-09 07_5
183351-男,20183351,1,0,43.7,214,消费,第二食堂,2019-04-08 17_12
180180-女,2018180,1,0,39.9,152,消费,第五食堂,2019-04-29 07_8
181585-女,20181585,1.6,0,4.5,430,消费,第二食堂,2019-04-26 07_6
183310-女,20183310,0.5,0,172.85,838,消费,第一食堂,2019-04-08 11_10
183921-女,20183921,0.4,0,16.6,589,消费,第五食堂,2019-04-11 18_5
183339-男,20183339,8,0,24.1,456,消费,第四食堂,2019-04-04 17_6
183257-女,20183257,2,0,116.5,336,消费,红太阳超市,2019-04-01 18_0
182260-女,20182260,3.9,0,6.2,534,消费,好利来食品店,2019-04-20 12_3
182291-女,20182291,9,0,19.1,691,消费,第四食堂,2019-04-23 11_10
182939-男,20182939,8,0,4.7,528,消费,好利来食品店,2019-04-12 16_3
183116-男,20183116,4.1,0,106.9,861,消费,第五食堂,2019-04-15 07_1
181557-男,20181557,2,0,83.8,581,消费,第二食堂,2019-04-21 10_1
183944-男,20183944,10.5,0,34.8,429,消费,第五食堂,2019-04-11 18_12
181901-男,20181901,3,0,4.66,347,消费,第五食堂,2019-04-26 18_3
180099-女,201899,2.5,0,92,407,消费,第一食堂,2019-04-25 07_7
180222-男,2018222,6.5,0,137.6,531,消费,好利来食品店,2019-04-02 07_9
180732-女,2018732,2.5,0,66.3,865,消费,第二食堂,2019-04-10 11_11
180572-女,2018572,4,0,24.6,549,消费,第二食堂,2019-04-18 07_8
180175-女,2018175,8,0,74.6,1051,消费,第四食堂,2019-04-23 12_0
184285-男,20184285,1.2,0,57.3,297,消费,第五食堂,2019-04-14 09_0
180683-女,2018683,7,0,233,840,消费,第四食堂,2019-04-15 12_1
181692-男,20181692,3,0,103.2,639,消费,第二食堂,2019-04-16 12_7
180860-女,2018860,2,0,84.3,849,消费,第一食堂,2019-04-07 09_10
182094-女,20182094,0.3,0,4.4,528,消费,好利来食品店,2019-04-03 20_4
182097-女,20182097,2,0,27,459,消费,第五食堂,2019-04-19 18_9
184036-女,20184036,3,0,91.4,918,消费,第二食堂,2019-04-22 11_6
183544-女,20183544,8.1,0,92.3,294,消费,第五食堂,2019-04-02 12_1
180812-女,2018812,6.5,0,43.4,682,消费,第二食堂,2019-04-12 11_12
180548-女,2018548,0.5,0,21.3,780,消费,第一食堂,2019-04-17 11_11
182016-男,20182016,8,0,30.8,264,消费,第五食堂,2019-04-01 12_10
184100-男,20184100,3,0,166.5,802,消费,第二食堂,2019-04-27 11_7
184179-女,20184179,2,0,55.2,817,消费,第五食堂,2019-04-03 07_7
183071-男,20183071,0.6,0,46.9,578,消费,第三食堂,2019-04-07 12_8
180554-女,2018554,1.2,0,36.41,756,消费,第二食堂,2019-04-14 20_8
184257-男,20184257,4.5,0,79.9,440,消费,好利来食品店,2019-04-29 22_6
180188-女,2018188,3,0,205.5,609,消费,第五食堂,2019-04-16 11_11
183225-男,20183225,2.5,0,72,409,消费,第一食堂,2019-04-04 07_11
182098-男,20182098,0.6,0,50.1,746,消费,第一食堂,2019-04-05 17_8
180318-女,2018318,1.2,0,16.8,693,消费,第五食堂,2019-04-10 09_8
182962-男,20182962,6,0,74.7,411,消费,第五食堂,2019-04-08 17_9
183333-男,20183333,6,0,42.9,261,消费,第四食堂,2019-04-07 16_1
182524-女,20182524,1,0,119.9,702,消费,第五食堂,2019-04-25 07_8
181237-男,20181237,7,0,10.2,762,消费,第四食堂,2019-04-02 11_4
183688-女,20183688,3.5,0,89.6,502,消费,第五食堂,2019-04-04 07_8
180598-女,2018598,0,100,116.9,820,存款,财务处,2019-04-16 16_1
180082-女,201882,7,0,15.9,709,消费,第四食堂,2019-04-17 11_9
184028-女,20184028,1.5,0,40.3,686,消费,第二食堂,2019-04-15 12_0
183805-女,20183805,2,0,89.8,719,消费,第五食堂,2019-04-10 11_12
182134-女,20182134,1.5,0,127.1,531,消费,第五食堂,2019-04-01 07_8
181292-女,20181292,1.5,0,116.5,479,消费,第一食堂,2019-04-07 13_9
182863-男,20182863,9,0,9.7,674,消费,第三食堂,2019-04-17 18_4
183334-男,20183334,2.4,0,42.3,940,消费,第二食堂,2019-04-22 07_11
183855-女,20183855,4.9,0,40.76,493,消费,好利来食品店,2019-04-11 11_11
181561-男,20181561,7,0,95.7,944,消费,第四食堂,2019-04-03 12_7
183178-女,20183178,0.4,0,63.2,570,消费,第二食堂,2019-04-17 17_6
182040-男,20182040,2,0,87.9,870,消费,第五食堂,2019-04-16 11_5
183703-女,20183703,5.5,0,97.6,608,消费,好利来食品店,2019-04-30 08_4
182455-女,20182455,0.4,0,224.5,683,消费,第五食堂,2019-04-26 11_12
182747-男,20182747,3.5,0,155.7,744,消费,第五食堂,2019-04-18 09_4
181036-女,20181036,3,0,11.4,489,消费,第一食堂,2019-04-17 18_2
183867-女,20183867,8.5,0,38.9,615,消费,第三食堂,2019-04-08 18_4
183741-女,20183741,9,0,27.5,485,消费,第三食堂,2019-04-08 11_10
184244-女,20184244,3,0,38.6,673,消费,好利来食品店,2019-04-01 07_7
184084-男,20184084,3,0,179,703,消费,第二食堂,2019-04-02 17_4
181708-女,20181708,8,0,28.6,577,消费,第二食堂,2019-04-17 18_3
182202-女,20182202,4.5,0,65.7,696,消费,第五食堂,2019-04-02 16_5
182429-女,20182429,4,0,50.7,609,消费,第二食堂,2019-04-23 11_9
183340-男,20183340,0.6,0,69.5,549,消费,第二食堂,2019-04-21 11_9
184023-女,20184023,4.5,0,103.1,502,消费,第一食堂,2019-04-16 11_11
181318-女,20181318,2,0,114.4,683,消费,红太阳超市,2019-04-22 21_2
182202-女,20182202,8,0,36.1,760,消费,第五食堂,2019-04-20 19_0
180993-女,2018993,1.2,0,32.2,350,消费,第二食堂,2019-04-11 16_8
183068-男,20183068,8,0,96.9,467,消费,第三食堂,2019-04-29 17_10
180683-女,2018683,2,0,256,834,消费,第二食堂,2019-04-12 20_8
183277-男,20183277,2,0,68.6,547,消费,第四食堂,2019-04-10 11_11
183191-女,20183191,10,0,76,429,消费,第三食堂,2019-04-30 12_3
180546-女,2018546,3,0,297.11,647,消费,第二食堂,2019-04-03 13_2
183845-女,20183845,8.6,0,40.2,463,消费,第五食堂,2019-04-11 11_12
180758-男,2018758,5,0,16.5,346,消费,第三食堂,2019-04-09 08_7
181899-男,20181899,1.5,0,64.8,1112,消费,第一食堂,2019-04-06 19_9
182963-男,20182963,0.5,0,29.9,734,消费,第五食堂,2019-04-30 17_7
184294-男,20184294,1.8,0,34.3,505,消费,第五食堂,2019-04-26 07_2
180178-女,2018178,1.5,0,1.9,380,消费,第一食堂,2019-04-25 07_6
181947-女,20181947,4.5,0,148.9,780,消费,第二食堂,2019-04-15 16_5
183921-女,20183921,0.4,0,93.3,570,消费,第五食堂,2019-04-29 11_10
183424-女,20183424,3,0,76.9,642,消费,第一食堂,2019-04-14 12_4
181017-女,20181017,0.8,0,21.7,584,消费,第一食堂,2019-04-22 16_6
182905-男,20182905,4,0,167.1,1064,消费,第二食堂,2019-04-21 18_7
181042-女,20181042,4,0,28.36,904,消费,第二食堂,2019-04-16 11_9
181521-男,20181521,7,0,161.8,698,消费,第一食堂,2019-04-29 17_10
181953-女,20181953,4,0,3.45,1029,消费,第二食堂,2019-04-09 11_10
182459-女,20182459,1,0,100.7,636,消费,第五食堂,2019-04-04 07_6
184332-男,20184332,0.6,0,163.3,694,消费,第五食堂,2019-04-02 11_9
182271-女,20182271,0.5,0,176.2,747,消费,第五食堂,2019-04-26 11_10
180451-女,2018451,2,0,85.6,517,消费,第二食堂,2019-04-26 07_8
181150-男,20181150,1.5,0,91.2,651,消费,第二食堂,2019-04-10 17_7
181489-男,20181489,0.6,0,63.4,832,消费,第二食堂,2019-04-14 17_7
181535-男,20181535,2.5,0,84.3,901,消费,第二食堂,2019-04-17 00_0
182837-男,20182837,3.5,0,104.1,551,消费,好利来食品店,2019-04-27 21_10
181355-男,20181355,9.5,0,261.3,898,消费,第四食堂,2019-04-30 17_4
184136-女,20184136,8,0,17.8,560,消费,第四食堂,2019-04-08 11_11
181681-男,20181681,0.6,0,174.12,785,消费,第一食堂,2019-04-18 11_10
182657-女,20182657,0.6,0,29.8,403,消费,第二食堂,2019-04-23 07_8
183626-男,20183626,5,0,12.4,725,消费,第五食堂,2019-04-19 11_9
181627-男,20181627,1.6,0,41.8,765,消费,第二食堂,2019-04-25 07_5
180688-女,2018688,6,0,173.6,684,消费,第四食堂,2019-04-16 18_2
181447-男,20181447,0.6,0,99.5,739,消费,第一食堂,2019-04-25 11_10
184328-男,20184328,1.5,0,82.6,450,消费,第五食堂,2019-04-15 17_6
180368-女,2018368,0.4,0,70.7,417,消费,第五食堂,2019-04-15 12_0
181017-女,20181017,3,0,84.8,521,消费,红太阳超市,2019-04-30 12_9
181228-男,20181228,7,0,86.3,484,消费,第四食堂,2019-04-01 11_9
180732-女,2018732,0.5,0,6.9,848,消费,第二食堂,2019-04-30 17_0
183388-女,20183388,2,0,71.5,341,消费,第二食堂,2019-04-09 07_6
182317-女,20182317,0.6,0,118.7,504,消费,第五食堂,2019-04-24 07_4
181289-女,20181289,8.5,0,180.6,821,消费,第二食堂,2019-04-27 11_3
180812-女,2018812,2.2,0,90.8,672,消费,第二食堂,2019-04-09 07_5
181564-男,20181564,0.8,0,36.5,820,消费,第二食堂,2019-04-17 17_2
180164-女,2018164,0.6,0,0.4,806,消费,第五食堂,2019-04-16 07_4
181034-女,20181034,6,0,77.6,747,消费,第四食堂,2019-04-16 21_1
182050-女,20182050,2,0,40.2,470,消费,第五食堂,2019-04-20 20_5
182706-女,20182706,1.2,0,27.9,375,消费,第五食堂,2019-04-02 07_6
181561-男,20181561,8,0,36.3,1037,消费,第四食堂,2019-04-24 18_4
180383-女,2018383,6.5,0,4.1,627,消费,第三食堂,2019-04-11 12_4
180474-女,2018474,0.4,0,50.7,794,消费,第五食堂,2019-04-16 11_11
180435-男,2018435,6.1,0,57.7,475,消费,第五食堂,2019-04-26 11_12
182965-女,20182965,10,0,28.3,513,消费,第三食堂,2019-04-26 11_7
180280-女,2018280,2,0,69.6,526,消费,红太阳超市,2019-04-23 20_4
182595-女,20182595,4.1,0,18.2,692,消费,第五食堂,2019-04-26 12_2
182479-女,20182479,2.5,0,49.2,580,消费,第五食堂,2019-04-12 11_11
181656-男,20181656,3,0,44.7,704,消费,第一食堂,2019-04-25 22_7
181760-男,20181760,9,0,38.9,647,消费,第四食堂,2019-04-19 19_7
180719-女,2018719,2,0,99.7,355,消费,第二食堂,2019-04-08 19_11
181587-女,20181587,8,0,23.59,555,消费,第四食堂,2019-04-08 18_10
181391-男,20181391,7,0,49.99,747,消费,第四食堂,2019-04-03 18_3
181133-男,20181133,7,0,55,1173,消费,第四食堂,2019-04-26 11_10
180695-女,2018695,4,0,49.23,748,消费,第一食堂,2019-04-21 21_9
182506-女,20182506,0,50,67.8,507,存款,财务处,2019-04-15 12_2
182455-女,20182455,10,0,184.7,593,消费,第三食堂,2019-04-05 17_9
183417-女,20183417,3,0,25.7,562,消费,第二食堂,2019-04-11 21_4
181713-女,20181713,2,0,153.1,401,消费,第二食堂,2019-04-30 20_6
180398-女,2018398,3.6,0,33.3,721,消费,第五食堂,2019-04-25 07_4
183196-女,20183196,4,0,109.5,673,消费,第四食堂,2019-04-12 16_5
180581-女,2018581,0.4,0,14.8,741,消费,第一食堂,2019-04-05 11_4
183709-女,20183709,3,0,161.8,705,消费,第五食堂,2019-04-12 17_4
180218-男,2018218,3,0,35.9,687,消费,第二食堂,2019-04-03 07_9
182385-女,20182385,4,0,60.4,454,消费,好利来食品店,2019-04-04 07_9
183170-男,20183170,3,0,81.3,409,消费,第一食堂,2019-04-10 07_9
182744-男,20182744,2,0,79.1,692,消费,第五食堂,2019-04-25 07_4
180672-女,2018672,0.5,0,10.45,937,消费,第二食堂,2019-04-16 12_3
181167-男,20181167,4,0,169.8,565,消费,第二食堂,2019-04-02 11_9
181487-男,20181487,10,0,91.7,1049,消费,第四食堂,2019-04-16 18_0
181483-男,20181483,3.5,0,3.2,635,消费,第一食堂,2019-04-08 09_8
183169-男,20183169,4.5,0,135.6,727,消费,第一食堂,2019-04-09 17_8
182483-女,20182483,0.5,0,74.7,603,消费,第五食堂,2019-04-11 11_12
181411-男,20181411,0.6,0,24,937,消费,第二食堂,2019-04-03 21_1
181136-男,20181136,0,200,200.4,1087,存款,财务处,2019-04-26 16_3
184071-男,20184071,3,0,85.5,946,消费,第二食堂,2019-04-24 17_9
183768-男,20183768,8,0,2.7,761,消费,第三食堂,2019-04-07 17_11
181356-男,20181356,9,0,13.05,939,消费,第四食堂,2019-04-22 18_3
180698-男,2018698,0,80,80.7,318,存款,财务处,2019-04-03 16_5
180137-女,2018137,1.5,0,103,757,消费,第五食堂,2019-04-01 07_8
184028-女,20184028,0.4,0,67.1,634,消费,第二食堂,2019-04-02 11_11
181865-女,20181865,2.5,0,37.7,752,消费,第二食堂,2019-04-22 00_0
184170-男,20184170,1.5,0,52.2,676,消费,第一食堂,2019-04-23 07_6
182811-女,20182811,2.5,0,123.2,400,消费,好利来食品店,2019-04-22 10_7
183631-男,20183631,10,0,33.5,317,消费,第三食堂,2019-04-24 11_12
184176-女,20184176,0.6,0,7.3,650,消费,第二食堂,2019-04-14 12_9
184136-女,20184136,6,0,11.9,534,消费,第四食堂,2019-04-01 18_1
181941-女,20181941,3,0,70.1,805,消费,第二食堂,2019-04-03 12_10
183116-男,20183116,5,0,171.9,900,消费,好利来食品店,2019-04-27 08_8
180598-女,2018598,2.5,0,14.4,760,消费,第一食堂,2019-04-05 07_12
181411-男,20181411,1.8,0,89.2,1033,消费,第二食堂,2019-04-24 09_9
181505-男,20181505,6.5,0,64.7,734,消费,第四食堂,2019-04-19 12_5
183442-男,20183442,3,0,185.24,625,消费,第一食堂,2019-04-04 11_2
181640-男,20181640,3.5,0,194,674,消费,第二食堂,2019-04-24 12_3
180781-女,2018781,3,0,61.31,635,消费,第二食堂,2019-04-24 09_8
181282-女,20181282,7,0,50.4,788,消费,第四食堂,2019-04-21 18_8
182117-女,20182117,7,0,93.61,870,消费,第四食堂,2019-04-23 12_1
180794-女,2018794,4.5,0,116.1,773,消费,第一食堂,2019-04-03 16_7
181473-女,20181473,3.6,0,44.66,811,消费,第二食堂,2019-04-18 18_9
181021-女,20181021,4.5,0,58.3,527,消费,第四食堂,2019-04-02 17_11
180865-女,2018865,0.5,0,106,782,消费,第一食堂,2019-04-24 11_10
183361-女,20183361,1.2,0,16.6,552,消费,第二食堂,2019-04-15 07_10
181090-男,20181090,7,0,98.8,485,消费,第二食堂,2019-04-19 11_8
181865-女,20181865,5,0,44.2,750,消费,第二食堂,2019-04-20 17_2
181495-男,20181495,8,0,35.75,634,消费,第四食堂,2019-04-18 11_8
182630-女,20182630,2.4,0,17.2,515,消费,好利来食品店,2019-04-20 09_4
183441-男,20183441,1,0,68.5,555,消费,第二食堂,2019-04-09 07_8
182097-女,20182097,4,0,80.1,441,消费,第一食堂,2019-04-10 16_9
183989-女,20183989,2,0,18.7,451,消费,红太阳超市,2019-04-23 22_2
181876-女,20181876,3.5,0,6.9,784,消费,第五食堂,2019-04-09 07_8
183582-女,20183582,2,0,46.81,1027,消费,第二食堂,2019-04-18 11_7
183080-男,20183080,10,0,54.01,247,消费,第三食堂,2019-04-02 11_9
181812-男,20181812,0.7,0,36.4,964,消费,水电缴费处,2019-04-22 14_3
181718-女,20181718,0,100,102.14,524,存款,财务处,2019-04-08 18_1
184279-男,20184279,2,0,66.04,1078,消费,第二食堂,2019-04-24 11_8
182591-女,20182591,5,0,16.4,597,消费,好利来食品店,2019-04-16 18_12
181492-男,20181492,8,0,150.3,284,消费,第四食堂,2019-04-11 11_10
181521-男,20181521,1.5,0,96.6,716,消费,第二食堂,2019-04-11 09_4
181566-男,20181566,0.8,0,0.8,774,消费,第二食堂,2019-04-01 11_7
183276-男,20183276,0.6,0,53.4,647,消费,水电缴费处,2019-04-15 17_9
180787-女,2018787,3,0,84.7,865,消费,第一食堂,2019-04-23 11_11
181635-男,20181635,3.5,0,22.4,534,消费,第一食堂,2019-04-06 20_4
183373-女,20183373,2,0,19.5,440,消费,第二食堂,2019-04-26 08_9
182581-女,20182581,0.6,0,43.8,848,消费,好利来食品店,2019-04-21 19_11
183106-男,20183106,0.6,0,45.2,715,消费,第五食堂,2019-04-09 07_5
183258-女,20183258,3.5,0,95.7,1034,消费,第二食堂,2019-04-09 11_10
183097-男,20183097,2,0,69.5,1252,消费,红太阳超市,2019-04-06 22_6
182992-男,20182992,0.6,0,27.1,566,消费,第五食堂,2019-04-16 07_1
182694-女,20182694,10.2,0,159.8,510,消费,第三食堂,2019-04-01 12_2
183978-男,20183978,6,0,21.6,622,消费,第五食堂,2019-04-30 11_4
184192-女,20184192,0.6,0,86.9,608,消费,第二食堂,2019-04-04 11_10
183582-女,20183582,8,0,36.21,1077,消费,第四食堂,2019-04-26 11_6
